City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2016-07-28,46.44,68.69,27.67,42.81,68.89,40.28,1.34,9.95,72.25,4.81,18.68,,134.0,Moderate
Delhi,2016-07-29,56.16,76.89,38.7,44.18,82.68,41.18,1.76,9.87,70.34,5.25,20.12,,155.0,Moderate
Delhi,2016-07-30,42.7,50.0,29.68,36.78,68.62,36.4,1.55,8.69,49.28,4.77,16.89,,116.0,Moderate
Delhi,2016-07-31,48.03,70.62,23.7,32.5,54.99,37.62,1.29,8.01,85.11,4.25,15.17,,136.0,Moderate
Delhi,2016-08-01,43.47,53.42,17.15,29.86,48.93,35.28,1.29,10.33,68.03,3.55,14.22,,150.0,Moderate
Delhi,2016-08-02,43.55,55.33,24.58,34.87,56.3,34.99,2.69,8.23,91.54,2.99,19.32,,121.0,Moderate
Delhi,2016-08-03,50.86,67.92,23.29,36.14,56.77,32.14,1.35,6.96,92.81,2.01,28.25,,149.0,Moderate
Delhi,2016-08-04,49.04,87.48,17.77,35.93,53.75,32.45,0.92,9.03,86.42,2.26,20.91,,178.0,Moderate
Delhi,2016-08-05,39.3,78.77,11.79,33.68,42.56,32.81,1.2,9.36,63.17,2.26,12.08,,120.0,Moderate
Delhi,2016-08-06,43.86,76.69,23.12,38.29,60.55,32.22,2.13,9.81,68.19,2.28,19.87,,140.0,Moderate
Delhi,2016-08-07,42.84,75.19,15.7,31.42,42.34,28.89,2.48,10.02,67.17,2.02,14.34,,142.0,Moderate
Delhi,2016-08-08,44.04,82.26,16.52,34.27,48.51,29.3,1.37,8.48,73.28,1.93,11.98,,141.0,Moderate
Delhi,2016-08-09,41.29,64.76,16.97,29.05,43.48,27.23,2.93,8.02,59.76,1.78,10.33,,125.0,Moderate
Delhi,2016-08-10,39.28,54.92,15.91,30.76,43.16,29.55,1.6,9.75,53.53,1.92,11.58,,127.0,Moderate
Delhi,2016-08-11,30.66,32.79,18.9,29.78,46.0,24.79,2.22,8.37,54.64,1.55,8.33,,119.0,Moderate
Delhi,2016-08-12,42.15,84.46,31.69,34.9,66.83,23.83,1.39,8.73,70.12,2.22,11.94,,111.0,Moderate
Delhi,2016-08-13,56.45,92.71,30.9,43.49,73.1,31.35,1.53,7.77,68.22,2.92,11.82,,132.0,Moderate
Delhi,2016-08-14,40.81,80.14,38.03,42.53,81.71,32.09,1.28,12.53,81.39,2.39,12.1,,149.0,Moderate
Delhi,2016-08-15,39.51,185.99,30.79,32.96,65.3,27.89,2.15,8.87,91.79,1.43,4.52,,166.0,Moderate
Delhi,2016-08-16,49.04,245.72,25.06,28.74,53.79,26.6,3.78,7.97,83.64,0.9,3.17,,274.0,Poor
Delhi,2016-08-17,62.19,247.59,24.1,36.46,58.74,25.64,0.95,11.16,85.32,2.15,8.31,,295.0,Poor
Delhi,2016-08-18,55.55,132.65,22.7,51.48,65.74,30.91,1.23,9.22,72.82,2.48,11.8,,219.0,Poor
Delhi,2016-08-19,59.03,153.16,22.45,43.97,62.04,28.14,1.15,8.84,69.54,2.83,15.47,,169.0,Moderate
Delhi,2016-08-20,48.57,90.68,10.1,35.84,41.77,26.51,1.59,8.56,59.67,1.48,12.22,,174.0,Moderate
Delhi,2016-08-21,28.01,65.58,5.42,27.58,29.64,23.44,3.11,9.02,42.88,1.1,4.52,,111.0,Moderate
Delhi,2016-08-22,28.6,78.83,8.46,31.31,33.5,23.44,2.59,7.97,43.07,1.45,6.72,,93.0,Satisfactory
Delhi,2016-08-23,38.99,85.48,7.8,39.47,40.84,26.3,1.25,8.06,50.23,3.22,11.41,,107.0,Moderate
Delhi,2016-08-24,43.35,73.22,11.04,32.04,37.18,22.95,1.17,10.86,48.2,3.11,12.66,,127.0,Moderate
Delhi,2016-08-25,45.88,118.92,28.83,35.41,56.77,30.36,0.99,8.23,32.24,8.35,14.36,,93.0,Satisfactory
Delhi,2016-08-26,54.13,125.44,44.27,35.61,79.24,39.87,1.0,9.57,41.9,7.06,23.65,,142.0,Moderate
Delhi,2016-08-27,56.56,,7.36,20.84,20.11,,0.36,7.91,26.55,7.29,16.03,,93.0,Satisfactory
Delhi,2016-08-28,57.09,170.2,12.69,28.7,38.71,31.55,1.67,7.04,27.7,4.97,13.2,,224.0,Poor
Delhi,2016-08-29,54.73,189.12,19.0,37.48,52.4,29.89,1.1,8.92,40.47,5.01,17.09,,169.0,Moderate
Delhi,2016-08-30,48.93,89.57,17.92,42.73,53.37,29.36,1.12,9.22,41.9,4.12,18.54,,110.0,Moderate
Delhi,2016-08-31,37.1,60.16,21.97,41.82,59.5,28.42,2.07,8.72,41.57,2.64,16.6,,100.0,Satisfactory
Delhi,2016-09-01,28.06,47.47,32.06,51.78,87.95,23.08,1.22,9.47,54.7,2.55,13.23,,109.0,Moderate
Delhi,2016-09-02,44.31,111.18,35.83,41.71,84.99,26.32,0.98,9.37,64.8,2.63,10.27,,154.0,Moderate
Delhi,2016-09-03,46.77,208.01,30.88,40.85,76.16,23.2,0.91,10.09,68.7,2.73,10.03,,216.0,Poor
Delhi,2016-09-04,57.64,269.42,32.6,31.96,68.02,22.02,0.91,9.05,56.8,2.03,6.07,,262.0,Poor
Delhi,2016-09-05,45.37,246.81,35.47,33.42,72.7,19.68,1.17,9.87,57.01,1.42,4.49,,260.0,Poor
Delhi,2016-09-06,50.42,282.23,31.2,34.74,69.03,19.05,2.99,10.61,61.24,1.91,5.54,,329.0,Very Poor
Delhi,2016-09-07,50.73,233.83,30.1,39.21,70.35,18.99,2.16,14.63,75.45,2.19,7.1,,291.0,Poor
Delhi,2016-09-08,71.72,260.6,31.37,39.69,70.75,20.58,1.41,12.02,63.76,2.31,8.63,,300.0,Poor
Delhi,2016-09-09,87.99,277.61,34.45,43.67,76.55,21.51,2.39,10.34,49.75,2.63,9.22,,335.0,Very Poor
Delhi,2016-09-10,45.7,190.45,29.83,38.14,63.72,21.07,0.75,10.81,55.82,2.4,9.22,,240.0,Poor
Delhi,2016-09-11,45.89,164.1,32.14,40.58,67.7,20.4,2.36,10.92,52.36,2.08,6.37,,177.0,Moderate
Delhi,2016-09-12,49.7,178.47,32.77,39.41,68.85,21.52,2.12,9.59,54.62,1.92,7.5,,178.0,Moderate
Delhi,2016-09-13,57.08,184.5,31.66,43.84,75.96,25.79,1.62,10.93,63.46,2.47,13.54,,193.0,Moderate
Delhi,2016-09-14,47.36,109.64,20.69,45.6,62.62,23.03,1.25,11.21,64.32,2.19,9.77,,150.0,Moderate
Delhi,2016-09-15,79.99,198.81,21.15,54.73,69.82,28.2,1.26,11.6,77.97,3.1,10.98,,215.0,Poor
Delhi,2016-09-16,67.11,185.86,17.87,57.22,67.78,27.03,0.95,12.39,70.09,2.71,8.79,,233.0,Poor
Delhi,2016-09-17,81.9,207.91,28.14,56.8,83.1,29.48,0.99,12.78,75.84,2.55,8.73,,220.0,Poor
Delhi,2016-09-18,86.16,185.57,17.63,56.82,67.1,29.26,1.28,10.89,74.51,2.35,8.81,,266.0,Poor
Delhi,2016-09-19,75.02,143.48,24.51,67.37,74.28,34.17,1.08,14.63,88.62,1.9,5.99,,192.0,Moderate
Delhi,2016-09-20,94.23,141.3,38.6,86.2,94.51,28.66,1.3,16.12,134.72,1.26,5.13,,264.0,Poor
Delhi,2016-09-21,89.62,131.06,30.07,70.0,59.15,29.75,0.89,17.12,144.45,0.78,4.81,,284.0,Poor
Delhi,2016-09-22,32.73,67.29,10.98,44.35,46.71,27.78,0.8,13.44,72.31,0.78,8.97,,150.0,Moderate
Delhi,2016-09-23,55.64,125.31,13.63,57.24,64.51,29.48,1.18,13.77,78.31,1.21,8.94,,134.0,Moderate
Delhi,2016-09-24,56.46,112.36,19.78,53.66,65.52,30.1,1.03,14.63,67.97,1.34,8.78,,197.0,Moderate
Delhi,2016-09-25,56.64,137.48,29.6,55.69,81.12,27.69,1.24,15.5,73.87,1.23,7.19,,175.0,Moderate
Delhi,2016-09-26,89.09,194.71,44.43,68.3,105.76,32.26,1.35,15.11,89.95,1.8,11.46,,236.0,Poor
Delhi,2016-09-27,52.49,109.5,10.51,41.03,46.9,29.98,0.71,13.68,62.19,0.88,5.71,,185.0,Moderate
Delhi,2016-09-28,105.43,260.01,17.52,100.66,58.72,40.17,0.49,11.94,113.81,0.81,6.44,,103.0,Moderate
Delhi,2016-09-29,101.84,189.62,11.5,63.0,51.96,37.22,0.97,15.28,96.64,1.15,5.75,,289.0,Poor
Delhi,2016-09-30,84.33,179.81,20.59,65.05,61.77,32.18,1.01,15.0,87.95,1.03,5.39,,224.0,Poor
Delhi,2016-10-01,117.28,232.03,40.76,73.71,90.15,40.08,1.4,24.55,109.06,1.82,11.99,,312.0,Very Poor
Delhi,2016-10-02,81.87,199.61,30.59,59.82,70.18,35.58,1.13,16.28,75.58,1.46,7.63,,234.0,Poor
Delhi,2016-10-03,103.12,210.04,26.23,66.31,68.95,43.92,1.09,12.96,97.36,1.34,6.11,,282.0,Poor
Delhi,2016-10-04,159.8,272.34,33.0,78.18,84.42,50.14,1.3,13.68,123.99,2.18,8.16,,351.0,Very Poor
Delhi,2016-10-05,81.71,150.37,57.77,77.96,108.73,46.47,1.26,14.4,85.94,3.03,12.57,,232.0,Poor
Delhi,2016-10-06,117.86,229.25,42.23,87.85,98.02,54.59,1.3,15.09,109.08,2.95,10.35,,280.0,Poor
Delhi,2016-10-07,114.06,274.97,61.5,74.99,105.6,47.26,1.28,14.63,97.13,1.9,6.14,,311.0,Very Poor
Delhi,2016-10-08,132.11,317.62,81.06,76.99,126.03,42.99,1.54,14.9,98.7,2.16,6.68,,408.0,Severe
Delhi,2016-10-09,144.47,317.13,85.77,92.64,134.38,43.55,1.42,17.2,128.17,2.35,12.39,,416.0,Severe
Delhi,2016-10-10,125.8,290.85,79.04,88.86,126.5,39.72,1.24,17.3,112.52,2.65,11.52,,387.0,Very Poor
Delhi,2016-10-11,134.84,327.75,62.55,83.87,120.1,36.52,1.6,16.52,104.67,2.09,5.34,,408.0,Severe
Delhi,2016-10-12,114.3,309.88,70.71,83.3,123.85,31.55,1.05,20.1,93.47,2.28,5.67,,405.0,Severe
Delhi,2016-10-13,86.93,295.1,102.46,81.11,113.0,27.85,0.84,19.17,78.81,2.26,7.16,,371.0,Very Poor
Delhi,2016-10-14,94.83,303.27,90.53,87.15,111.96,29.54,1.31,20.72,87.84,1.9,7.31,,375.0,Very Poor
Delhi,2016-10-15,144.98,368.81,80.18,108.83,104.39,34.74,1.26,22.1,120.33,2.27,8.31,,400.0,Very Poor
Delhi,2016-10-16,132.01,316.53,79.81,89.01,109.33,34.88,1.32,24.72,99.74,1.64,7.21,,430.0,Severe
Delhi,2016-10-17,149.35,346.31,105.43,94.29,129.43,37.11,2.19,27.27,112.83,2.22,11.14,,425.0,Severe
Delhi,2016-10-18,161.49,352.64,80.88,95.27,118.3,39.9,1.6,22.25,101.0,2.12,9.35,,438.0,Severe
Delhi,2016-10-19,140.57,339.79,105.08,91.52,85.54,39.26,1.48,24.66,73.0,1.63,6.63,,428.0,Severe
Delhi,2016-10-20,135.9,361.08,169.53,90.28,98.14,44.98,1.83,24.72,107.03,2.09,7.52,,425.0,Severe
Delhi,2016-10-21,161.11,477.65,166.64,88.27,107.99,46.41,2.14,26.66,32.06,4.5,10.99,,496.0,Severe
Delhi,2016-10-22,140.92,442.68,140.89,84.96,115.83,47.03,1.44,20.7,53.5,3.61,9.22,,472.0,Severe
Delhi,2016-10-23,182.14,372.09,54.87,90.22,85.75,44.08,1.11,19.38,122.74,1.79,5.2,,470.0,Severe
Delhi,2016-10-24,164.51,367.17,68.9,88.17,99.44,37.79,1.42,21.68,109.22,1.62,5.17,,454.0,Severe
Delhi,2016-10-25,115.76,290.42,125.4,82.7,107.03,38.89,1.63,23.46,83.78,2.72,10.24,,396.0,Very Poor
Delhi,2016-10-26,209.27,413.49,144.66,111.23,121.37,48.82,1.88,25.0,85.57,4.98,14.6,,413.0,Severe
Delhi,2016-10-27,296.27,535.53,127.68,120.07,126.63,58.75,1.94,23.95,82.06,8.97,24.05,,558.0,Severe
Delhi,2016-10-28,318.57,503.0,137.36,119.42,134.89,64.34,1.91,27.89,107.12,10.61,27.31,,570.0,Severe
Delhi,2016-10-29,350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,,554.0,Severe
Delhi,2016-10-30,355.77,528.41,162.93,112.59,142.64,89.56,2.28,40.23,257.73,10.29,35.64,,522.0,Severe
Delhi,2016-10-31,434.92,521.21,181.22,113.21,174.25,95.27,2.36,71.56,153.52,9.61,21.68,,520.0,Severe
Delhi,2016-11-01,394.59,537.51,144.25,120.66,159.5,91.77,2.09,33.34,193.31,9.95,24.21,,550.0,Severe
Delhi,2016-11-02,537.96,693.21,121.1,149.12,157.33,111.69,2.8,26.66,160.01,11.45,30.13,,593.0,Severe
Delhi,2016-11-03,482.4,483.99,127.32,148.92,116.45,104.84,2.78,29.4,108.33,11.64,34.69,,625.0,Severe
Delhi,2016-11-04,342.45,475.1,158.66,131.92,69.68,88.02,2.23,25.93,177.07,9.52,33.1,,480.0,Severe
Delhi,2016-11-05,588.39,763.58,135.71,113.31,90.09,89.1,2.2,22.21,39.05,7.31,16.61,,603.0,Severe
Delhi,2016-11-06,685.36,708.8,155.53,128.15,97.62,96.22,3.23,22.61,39.21,9.98,27.66,,676.0,Severe
Delhi,2016-11-07,488.57,527.64,159.5,123.36,94.03,72.81,2.21,23.88,33.33,8.95,23.12,,716.0,Severe
Delhi,2016-11-08,338.38,471.47,75.56,92.18,54.81,55.65,1.32,21.36,35.0,6.2,11.18,,542.0,Severe
Delhi,2016-11-09,307.08,415.79,111.51,103.26,67.31,58.89,1.38,21.52,33.89,6.99,13.52,,455.0,Severe
Delhi,2016-11-10,291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,,471.0,Severe
Delhi,2016-11-11,295.88,491.38,139.59,147.03,56.6,88.96,1.62,35.04,50.03,6.49,22.29,,514.0,Severe
Delhi,2016-11-12,277.67,437.21,145.02,127.18,54.53,81.99,1.49,34.7,43.22,5.22,18.04,,491.0,Severe
Delhi,2016-11-13,228.16,388.97,158.78,113.74,54.67,67.76,1.24,51.78,66.96,5.0,14.05,,469.0,Severe
Delhi,2016-11-14,194.2,266.97,177.98,119.58,63.27,49.95,0.91,22.7,63.1,3.09,8.37,,404.0,Severe
Delhi,2016-11-15,236.09,399.5,152.13,116.66,80.86,59.24,1.49,21.98,37.37,6.53,16.84,,379.0,Very Poor
Delhi,2016-11-16,291.98,391.88,131.41,109.65,79.95,53.33,1.34,23.97,35.58,6.64,16.56,,428.0,Severe
Delhi,2016-11-17,351.47,412.95,69.58,96.23,60.3,41.1,0.73,21.65,37.74,5.08,11.4,,504.0,Severe
Delhi,2016-11-18,237.21,409.98,92.48,102.95,55.83,43.06,0.87,23.11,37.26,5.05,11.2,,512.0,Severe
Delhi,2016-11-19,285.71,412.35,112.39,114.11,63.07,55.83,1.16,30.47,48.81,6.3,22.82,,494.0,Severe
Delhi,2016-11-20,323.74,350.18,120.28,117.17,39.98,80.15,1.52,27.23,53.69,6.63,27.78,,438.0,Severe
Delhi,2016-11-21,340.61,439.26,165.78,128.85,62.48,81.94,1.6,26.25,50.47,7.12,21.98,,474.0,Severe
Delhi,2016-11-22,281.76,399.82,127.69,111.52,58.08,63.32,1.55,25.26,32.17,5.53,14.85,,471.0,Severe
Delhi,2016-11-23,174.56,443.12,103.4,98.73,58.08,48.28,1.24,30.13,38.25,5.12,10.79,,432.0,Severe
Delhi,2016-11-24,216.1,478.72,133.15,109.5,84.1,55.54,1.21,22.29,35.12,5.57,12.74,,397.0,Very Poor
Delhi,2016-11-25,136.21,399.13,32.87,68.9,39.01,28.84,0.41,20.99,40.07,3.18,6.51,,375.0,Very Poor
Delhi,2016-11-26,113.3,325.47,37.55,70.01,43.19,25.22,0.46,23.22,39.94,3.24,6.72,,330.0,Very Poor
Delhi,2016-11-27,128.7,336.16,35.91,71.29,40.84,26.73,0.65,22.68,38.99,3.16,5.83,,347.0,Very Poor
Delhi,2016-11-28,127.5,312.58,90.6,82.99,46.87,28.3,0.91,29.33,36.12,4.29,9.66,,274.0,Poor
Delhi,2016-11-29,236.58,489.62,158.47,133.28,88.78,64.54,1.75,27.59,40.89,7.42,21.69,,360.0,Very Poor
Delhi,2016-11-30,246.25,437.91,80.12,95.64,54.63,84.51,1.16,20.23,44.16,5.82,15.23,,441.0,Severe
Delhi,2016-12-01,263.61,473.72,100.79,83.15,59.64,79.35,1.25,19.08,49.44,7.06,22.44,,418.0,Severe
Delhi,2016-12-02,263.25,422.11,143.08,101.67,79.26,77.5,1.05,20.38,34.89,8.15,18.27,,474.0,Severe
Delhi,2016-12-03,196.6,432.38,102.23,97.75,54.62,51.11,1.41,23.49,34.86,7.23,16.4,,419.0,Severe
Delhi,2016-12-04,223.3,426.63,135.19,109.4,54.22,68.69,1.93,22.96,33.98,7.43,18.49,,379.0,Very Poor
Delhi,2016-12-05,204.6,417.29,91.66,78.79,39.67,27.41,1.55,23.92,31.6,5.88,12.62,,389.0,Very Poor
Delhi,2016-12-06,293.91,497.31,110.07,96.68,69.09,56.8,1.86,23.11,38.89,9.28,23.99,,402.0,Severe
Delhi,2016-12-07,283.61,414.27,64.52,81.86,59.67,49.99,1.34,23.69,53.91,8.84,20.43,,472.0,Severe
Delhi,2016-12-08,238.21,374.88,70.46,72.44,52.25,36.31,1.53,22.2,36.02,7.67,15.66,,422.0,Severe
Delhi,2016-12-09,295.62,502.98,106.85,71.44,62.21,40.93,1.66,23.47,38.31,7.92,19.77,,443.0,Severe
Delhi,2016-12-10,189.09,249.35,30.67,58.86,29.83,34.4,0.84,20.83,41.6,5.22,9.15,,413.0,Severe
Delhi,2016-12-11,199.12,294.81,46.99,50.79,27.33,29.59,1.25,22.65,37.83,6.73,14.23,,351.0,Very Poor
Delhi,2016-12-12,210.28,365.65,138.78,76.9,56.19,50.66,2.39,23.52,30.87,8.52,20.42,,418.0,Severe
Delhi,2016-12-13,209.91,438.88,143.91,76.81,60.13,40.75,1.32,21.71,32.12,8.55,20.95,,413.0,Severe
Delhi,2016-12-14,154.55,336.29,81.54,66.38,45.44,39.57,0.92,18.5,33.54,7.35,15.83,,379.0,Very Poor
Delhi,2016-12-15,167.64,345.07,67.1,61.53,30.43,32.77,1.06,20.65,34.65,6.85,11.87,,359.0,Very Poor
Delhi,2016-12-16,200.78,443.63,137.47,85.26,53.52,42.38,1.45,23.5,33.68,7.66,17.03,,390.0,Very Poor
Delhi,2016-12-17,229.35,450.31,110.1,88.54,45.05,52.64,1.16,21.22,33.35,7.31,15.69,,437.0,Severe
Delhi,2016-12-18,232.33,433.94,110.14,86.92,62.67,61.3,1.17,21.99,34.3,5.98,12.53,,411.0,Severe
Delhi,2016-12-19,236.24,445.54,87.1,88.02,65.09,61.04,0.92,21.32,31.86,5.95,10.48,,443.0,Severe
Delhi,2016-12-20,161.92,324.2,34.1,68.35,45.61,45.61,0.61,22.9,34.48,3.64,5.67,,377.0,Very Poor
Delhi,2016-12-21,131.95,291.75,51.31,66.67,44.05,40.01,0.81,22.63,33.78,4.0,6.24,,317.0,Very Poor
Delhi,2016-12-22,187.3,399.43,99.49,82.03,51.92,50.67,1.14,24.9,37.52,5.12,9.98,,349.0,Very Poor
Delhi,2016-12-23,364.15,616.99,149.58,122.88,67.02,90.37,1.92,22.09,45.0,7.55,18.78,,470.0,Severe
Delhi,2016-12-24,411.8,605.65,93.94,114.03,41.37,99.22,1.65,19.54,41.56,7.38,22.05,,576.0,Severe
Delhi,2016-12-25,232.41,346.57,30.11,59.88,36.84,61.98,0.7,19.37,38.99,4.04,7.14,,412.0,Severe
Delhi,2016-12-26,154.26,307.64,61.69,65.49,56.57,51.87,0.66,22.82,36.31,4.36,7.7,,338.0,Very Poor
Delhi,2016-12-27,213.2,395.37,114.55,93.45,56.14,47.88,0.94,24.51,36.9,6.13,11.06,,319.0,Very Poor
Delhi,2016-12-28,273.82,515.41,192.34,129.41,67.59,60.4,1.61,26.1,40.19,7.04,16.43,,455.0,Severe
Delhi,2016-12-29,339.96,535.68,103.69,108.76,33.56,88.44,1.3,21.6,55.09,7.29,18.01,,524.0,Severe
Delhi,2016-12-30,231.1,368.9,30.99,62.46,33.89,54.58,0.96,23.47,43.97,6.93,12.43,,381.0,Very Poor
Delhi,2016-12-31,211.16,353.61,40.62,56.66,44.59,52.53,1.14,23.82,42.84,8.03,17.16,,338.0,Very Poor
Delhi,2017-01-01,191.5,402.31,103.24,66.19,55.29,55.92,1.31,25.13,50.03,8.39,19.94,,332.0,Very Poor
Delhi,2017-01-02,247.79,440.18,221.03,95.55,80.85,66.57,1.47,22.29,47.86,8.96,18.92,,384.0,Very Poor
Delhi,2017-01-03,255.33,390.67,155.29,90.79,53.89,58.97,1.28,25.33,42.9,7.65,13.96,,373.0,Very Poor
Delhi,2017-01-04,248.01,341.15,186.07,91.07,71.88,68.53,1.55,23.11,41.13,7.26,16.51,,439.0,Severe
Delhi,2017-01-05,215.42,352.83,141.69,87.15,64.41,61.04,1.24,25.15,41.95,5.73,12.89,,318.0,Very Poor
Delhi,2017-01-06,194.12,278.62,67.81,65.86,37.59,58.18,0.9,20.52,44.04,5.01,11.17,,390.0,Very Poor
Delhi,2017-01-07,154.52,170.19,20.42,38.85,20.32,36.9,0.77,22.19,47.75,4.48,7.42,,332.0,Very Poor
Delhi,2017-01-08,136.98,218.67,37.15,52.31,28.25,29.21,0.63,32.22,45.09,3.54,8.22,,283.0,Poor
Delhi,2017-01-09,141.88,266.86,76.63,64.33,57.96,36.32,0.77,24.76,42.66,5.04,10.38,,300.0,Poor
Delhi,2017-01-10,108.26,239.51,55.04,59.2,49.05,28.52,0.71,19.1,36.04,3.76,7.49,,305.0,Very Poor
Delhi,2017-01-11,146.04,314.69,65.31,67.72,56.02,31.36,0.79,21.36,29.92,4.36,7.8,,337.0,Very Poor
Delhi,2017-01-12,216.73,423.24,111.19,79.35,75.14,43.41,0.95,20.33,32.17,6.13,11.09,,417.0,Severe
Delhi,2017-01-13,232.37,426.02,109.5,85.07,71.97,45.76,1.03,24.71,33.09,6.29,12.12,,426.0,Severe
Delhi,2017-01-14,309.28,318.52,113.37,84.75,49.23,36.49,0.37,11.7,29.53,3.22,7.2,,439.0,Severe
Delhi,2017-01-15,222.66,281.83,45.03,63.97,33.71,24.33,0.45,17.67,24.93,3.04,6.1,,382.0,Very Poor
Delhi,2017-01-16,188.08,284.88,38.14,60.94,37.11,39.47,0.93,20.6,33.86,3.98,7.94,,397.0,Very Poor
Delhi,2017-01-17,177.67,206.63,39.9,51.44,35.24,33.13,0.63,18.44,36.21,3.79,6.3,,330.0,Very Poor
Delhi,2017-01-18,218.63,268.67,57.03,66.94,38.35,31.97,0.7,20.52,34.21,6.36,13.3,,358.0,Very Poor
Delhi,2017-01-19,227.68,225.03,30.18,55.95,22.56,25.48,0.6,20.86,34.42,5.75,11.47,,376.0,Very Poor
Delhi,2017-01-20,217.55,207.03,43.74,63.7,36.69,31.55,0.6,22.23,39.1,4.8,9.03,,334.0,Very Poor
Delhi,2017-01-21,349.98,226.74,51.87,63.36,30.05,19.27,0.03,17.93,18.33,1.05,1.49,,387.0,Very Poor
Delhi,2017-01-22,286.6,360.04,78.33,63.71,38.59,24.1,0.09,18.75,19.1,1.24,2.6,,446.0,Severe
Delhi,2017-01-23,189.45,277.25,80.42,67.27,46.06,33.51,0.53,20.61,20.57,3.67,8.67,,379.0,Very Poor
Delhi,2017-01-24,230.94,386.49,122.41,92.12,77.3,56.08,1.3,24.56,37.93,7.11,18.8,,375.0,Very Poor
Delhi,2017-01-25,241.78,370.37,128.62,88.02,51.5,69.27,1.08,23.95,40.58,7.0,21.75,,450.0,Severe
Delhi,2017-01-26,135.87,166.57,22.6,50.39,27.1,48.42,0.32,22.04,34.78,3.7,8.16,,340.0,Very Poor
Delhi,2017-01-27,74.92,80.21,32.05,42.24,31.15,31.84,0.35,18.11,36.05,2.29,4.47,,203.0,Poor
Delhi,2017-01-28,109.13,144.49,34.83,45.82,33.52,28.3,0.44,18.1,36.87,3.75,6.52,,236.0,Poor
Delhi,2017-01-29,132.35,171.91,39.04,46.68,34.02,28.3,0.35,18.12,39.39,3.36,5.81,,252.0,Poor
Delhi,2017-01-30,166.71,276.2,110.02,65.43,57.64,40.53,0.83,20.29,36.47,5.54,10.22,,302.0,Very Poor
Delhi,2017-01-31,214.23,316.16,176.81,82.78,73.16,54.92,0.79,22.81,35.58,6.63,18.38,,358.0,Very Poor
Delhi,2017-02-01,136.02,251.31,97.62,64.08,50.05,46.63,0.9,19.51,34.75,4.32,9.29,,317.0,Very Poor
Delhi,2017-02-02,198.24,410.79,190.34,93.86,67.78,60.67,1.26,18.84,36.78,6.76,15.89,,387.0,Very Poor
Delhi,2017-02-03,194.99,427.02,155.9,88.38,66.62,62.33,1.26,19.98,39.02,5.72,14.11,,438.0,Severe
Delhi,2017-02-04,186.65,324.14,70.65,62.01,40.48,57.26,0.92,17.04,43.9,4.05,11.24,,407.0,Severe
Delhi,2017-02-05,146.49,286.46,33.48,49.57,29.4,40.73,0.84,18.3,44.68,2.87,6.0,,312.0,Very Poor
Delhi,2017-02-06,176.04,414.89,87.2,60.62,54.74,46.21,1.03,17.23,35.21,4.0,9.33,,367.0,Very Poor
Delhi,2017-02-07,77.85,218.27,31.01,55.29,34.25,28.73,0.62,16.07,36.12,2.5,5.44,,263.0,Poor
Delhi,2017-02-08,129.1,325.78,66.7,69.98,54.66,31.42,0.83,17.2,34.28,3.57,7.19,,287.0,Poor
Delhi,2017-02-09,133.12,303.04,61.19,67.24,53.3,39.7,0.75,20.84,36.78,3.34,7.05,,346.0,Very Poor
Delhi,2017-02-10,120.43,272.12,66.43,62.77,55.46,47.34,0.68,20.09,35.09,3.17,5.86,,314.0,Very Poor
Delhi,2017-02-11,129.09,275.18,92.87,58.31,59.11,55.54,0.54,17.55,31.87,2.84,5.56,,314.0,Very Poor
Delhi,2017-02-12,166.55,250.37,97.85,56.97,61.64,95.27,0.38,19.9,31.11,2.2,3.89,,314.0,Very Poor
Delhi,2017-02-13,130.62,268.92,81.77,73.3,61.81,51.62,0.79,21.25,36.88,3.71,8.26,,298.0,Poor
Delhi,2017-02-14,168.96,358.24,65.02,81.51,57.92,50.31,0.87,21.87,35.28,4.04,7.54,,319.0,Very Poor
Delhi,2017-02-15,183.98,386.01,82.12,82.14,64.01,54.38,0.78,21.26,31.92,4.76,8.33,,382.0,Very Poor
Delhi,2017-02-16,163.86,335.5,62.07,78.82,55.79,55.87,0.72,21.02,31.57,3.67,7.68,,352.0,Very Poor
Delhi,2017-02-17,112.02,330.9,50.86,72.55,52.64,53.4,0.71,19.33,32.42,3.42,6.45,,309.0,Very Poor
Delhi,2017-02-18,107.13,352.54,81.6,71.98,57.13,62.34,0.66,19.29,30.24,4.05,7.84,,301.0,Very Poor
Delhi,2017-02-19,109.38,364.83,105.3,68.84,64.27,75.4,0.78,18.33,29.1,3.12,6.7,,274.0,Poor
Delhi,2017-02-20,126.74,406.49,152.15,67.45,82.63,83.01,1.06,23.96,35.07,3.79,11.64,,313.0,Very Poor
Delhi,2017-02-21,106.92,303.47,67.69,60.72,60.22,66.01,0.7,19.57,33.71,3.44,5.9,,310.0,Very Poor
Delhi,2017-02-22,93.03,270.3,84.46,65.62,62.23,58.5,0.8,19.84,38.35,3.83,10.09,,258.0,Poor
Delhi,2017-02-23,182.29,158.96,37.77,55.22,34.91,38.51,0.27,13.77,44.58,2.29,4.93,,238.0,Poor
