location_id,location_name,city,latitude,longitude,sensor_id,parameter,units,unit_priority
17,"R K Puram, Delhi - DPCC",Delhi,28.563262,77.186937,36,no2,µg/m³,0
17,"R K Puram, Delhi - DPCC",Delhi,28.563262,77.186937,394,o3,µg/m³,0
17,"R K Puram, Delhi - DPCC",Delhi,28.563262,77.186937,399,pm10,µg/m³,0
17,"R K Puram, Delhi - DPCC",Delhi,28.563262,77.186937,12234787,pm25,µg/m³,0
6148686,"IIT Delhi, Delhi - IITM",Delhi,28.54246,77.191651,14769474,pm25,µg/m³,0
6254594,"Talkatora Garden, Delhi - DPCC",Delhi,28.62181,77.1944633,15554206,o3,µg/m³,0
6254594,"Talkatora Garden, Delhi - DPCC",Delhi,28.62181,77.1944633,15554207,pm10,µg/m³,0
6254594,"Talkatora Garden, Delhi - DPCC",Delhi,28.62181,77.1944633,15554208,pm25,µg/m³,0
6254663,"JNU, Delhi - DPCC",Delhi,28.540721,77.168544,15554702,o3,µg/m³,0
6254663,"JNU, Delhi - DPCC",Delhi,28.540721,77.168544,15554703,pm10,µg/m³,0
6254663,"JNU, Delhi - DPCC",Delhi,28.540721,77.168544,15554704,pm25,µg/m³,0
235,"Anand Vihar, New Delhi - DPCC",Delhi,28.646835,77.316032,12235608,o3,µg/m³,0
235,"Anand Vihar, New Delhi - DPCC",Delhi,28.646835,77.316032,381,pm10,µg/m³,0
235,"Anand Vihar, New Delhi - DPCC",Delhi,28.646835,77.316032,384,pm25,µg/m³,0
235,"Anand Vihar, New Delhi - DPCC",Delhi,28.646835,77.316032,383,so2,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,386,co,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,389,no2,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,388,pm25,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,387,so2,µg/m³,0
412,"Peenya, Bengaluru - KSPCB",Bengaluru,13.0339,77.51321111,722,co,µg/m³,0
412,"Peenya, Bengaluru - KSPCB",Bengaluru,13.0339,77.51321111,1518,no2,µg/m³,0
412,"Peenya, Bengaluru - KSPCB",Bengaluru,13.0339,77.51321111,13852,pm25,µg/m³,0
412,"Peenya, Bengaluru - KSPCB",Bengaluru,13.0339,77.51321111,13853,so2,µg/m³,0
431,"IHBAS, Delhi - CPCB",Delhi,28.6821,77.305,5361,co,µg/m³,0
431,"IHBAS, Delhi - CPCB",Delhi,28.6821,77.305,747,no2,µg/m³,0
431,"IHBAS, Delhi - CPCB",Delhi,28.6821,77.305,13868,pm25,µg/m³,0
431,"IHBAS, Delhi - CPCB",Delhi,28.6821,77.305,13867,so2,µg/m³,0
594,"BTM Layout, Bengaluru - KSPCB",Bengaluru,12.912811110000002,77.60921944,1048,co,µg/m³,0
594,"BTM Layout, Bengaluru - KSPCB",Bengaluru,12.912811110000002,77.60921944,1427,no2,µg/m³,0
594,"BTM Layout, Bengaluru - KSPCB",Bengaluru,12.912811110000002,77.60921944,4886,o3,µg/m³,0
594,"BTM Layout, Bengaluru - KSPCB",Bengaluru,12.912811110000002,77.60921944,13836,pm25,µg/m³,0
6148686,"IIT Delhi, Delhi - IITM",Delhi,28.54246,77.191651,14769472,o3,µg/m³,0
6148686,"IIT Delhi, Delhi - IITM",Delhi,28.54246,77.191651,14769473,pm10,µg/m³,0
3409514,"Ghatkopar, Mumbai - BMC",Mumbai,19.083694,72.920967,12238602,pm10,µg/m³,0
3409514,"Ghatkopar, Mumbai - BMC",Mumbai,19.083694,72.920967,12238603,pm25,µg/m³,0
594,"BTM Layout, Bengaluru - KSPCB",Bengaluru,12.912811110000002,77.60921944,13837,so2,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,5504,co,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,5505,no2,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,5502,o3,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,5503,pm10,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,1242,pm25,µg/m³,0
716,"Rabindra Bharati University, Kolkata - WBSPCB",Kolkata,22.627875,88.3804,1241,so2,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,4712,co,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,5231,no2,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,12235572,o3,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,12235573,pm10,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,390,o3,µg/m³,0
236,"Mandir Marg, Delhi - DPCC",Delhi,28.6341,77.2005,391,pm10,µg/m³,0
3409512,"Kandivali West, Mumbai - BMC",Mumbai,19.215859,72.831718,12238585,pm25,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,12235574,pm25,µg/m³,0
2456,"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,26.83399722,80.8917361,14238,so2,µg/m³,0
2460,US Diplomatic Post: Kolkata,Kolkata,22.547142,88.351048,4724,pm25,µg/m³,0
2461,US Diplomatic Post: Chennai,Chennai,13.052371,80.251932,4725,pm25,µg/m³,0
2503,"Shadipur, Delhi - CPCB",Delhi,28.651699999999998,77.1581,4851,co,µg/m³,0
2503,"Shadipur, Delhi - CPCB",Delhi,28.651699999999998,77.1581,4852,no2,µg/m³,0
2503,"Shadipur, Delhi - CPCB",Delhi,28.651699999999998,77.1581,4853,o3,µg/m³,0
2503,"Shadipur, Delhi - CPCB",Delhi,28.651699999999998,77.1581,13860,pm25,µg/m³,0
2503,"Shadipur, Delhi - CPCB",Delhi,28.651699999999998,77.1581,13859,so2,µg/m³,0
3409513,"Sewri, Mumbai - BMC",Mumbai,19.000084,72.85673,12238592,o3,µg/m³,0
3409513,"Sewri, Mumbai - BMC",Mumbai,19.000084,72.85673,12238593,pm10,µg/m³,0
3409513,"Sewri, Mumbai - BMC",Mumbai,19.000084,72.85673,12238594,pm25,µg/m³,0
3409514,"Ghatkopar, Mumbai - BMC",Mumbai,19.083694,72.920967,12238601,o3,µg/m³,0
3409510,"Byculla, Mumbai - BMC",Mumbai,18.9767,72.838,12238566,pm10,µg/m³,0
3409510,"Byculla, Mumbai - BMC",Mumbai,18.9767,72.838,12238567,pm25,µg/m³,0
3409511,"Shivaji Nagar, Mumbai - BMC",Mumbai,19.060498,72.923356,12238574,o3,µg/m³,0
3409511,"Shivaji Nagar, Mumbai - BMC",Mumbai,19.060498,72.923356,12238575,pm10,µg/m³,0
3409511,"Shivaji Nagar, Mumbai - BMC",Mumbai,19.060498,72.923356,12238576,pm25,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,5339,co,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,5340,no2,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,1305375,o3,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,12235652,pm10,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,12235653,pm25,µg/m³,0
2586,"Manali, Chennai - CPCB",Chennai,13.164544,80.26285,14311,so2,µg/m³,0
3409512,"Kandivali West, Mumbai - BMC",Mumbai,19.215859,72.831718,12238583,o3,µg/m³,0
3409512,"Kandivali West, Mumbai - BMC",Mumbai,19.215859,72.831718,12238584,pm10,µg/m³,0
2592,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,12.93890556,77.69727222,5381,co,µg/m³,0
2592,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,12.93890556,77.69727222,5380,no2,µg/m³,0
2592,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,12.93890556,77.69727222,5375,o3,µg/m³,0
2592,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,12.93890556,77.69727222,13898,pm25,µg/m³,0
2592,"BWSSB Kadabesanahalli, Bengaluru - KSPCB",Bengaluru,12.93890556,77.69727222,13888,so2,µg/m³,0
2593,IGSC Planetarium Complex - Patna - BSPCB,Patna,25.3636,85.0755,5383,co,µg/m³,0
2593,IGSC Planetarium Complex - Patna - BSPCB,Patna,25.3636,85.0755,5386,no2,µg/m³,0
2593,IGSC Planetarium Complex - Patna - BSPCB,Patna,25.3636,85.0755,5384,o3,µg/m³,0
2593,IGSC Planetarium Complex - Patna - BSPCB,Patna,25.3636,85.0755,5385,pm25,µg/m³,0
2593,IGSC Planetarium Complex - Patna - BSPCB,Patna,25.3636,85.0755,14315,so2,µg/m³,0
2597,US Diplomatic Post: New Delhi,Delhi,28.598096,77.189066,5398,pm25,µg/m³,0
2598,Navi Mumbai Municipal Corporation Airoli,Mumbai,19.1494,72.9986,5400,co,µg/m³,0
2598,Navi Mumbai Municipal Corporation Airoli,Mumbai,19.1494,72.9986,5408,pm10,µg/m³,0
2598,Navi Mumbai Municipal Corporation Airoli,Mumbai,19.1494,72.9986,5404,pm25,µg/m³,0
3409496,"New Moti Bagh, Delhi - MHUA",Delhi,28.57834,77.184,15646335,pm25,µg/m³,0
3409510,"Byculla, Mumbai - BMC",Mumbai,18.9767,72.838,12238565,o3,µg/m³,0
3409486,"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,19.0632143,72.8456324,12238411,pm25,µg/m³,0
3409487,"Sanpada, Navi Mumbai - MPCB",Mumbai,19.0575752,73.0151367,12243947,o3,µg/m³,0
3409487,"Sanpada, Navi Mumbai - MPCB",Mumbai,19.0575752,73.0151367,12243948,pm10,µg/m³,0
3409487,"Sanpada, Navi Mumbai - MPCB",Mumbai,19.0575752,73.0151367,12243949,pm25,µg/m³,0
2598,Navi Mumbai Municipal Corporation Airoli,Mumbai,19.1494,72.9986,13523,so2,µg/m³,0
5404,"Pusa, Delhi - IMD",Delhi,28.639645,77.146263,14086,co,µg/m³,0
5404,"Pusa, Delhi - IMD",Delhi,28.639645,77.146263,14084,no2,µg/m³,0
5404,"Pusa, Delhi - IMD",Delhi,28.639645,77.146263,12234700,o3,µg/m³,0
5404,"Pusa, Delhi - IMD",Delhi,28.639645,77.146263,14085,pm10,µg/m³,0
5404,"Pusa, Delhi - IMD",Delhi,28.639645,77.146263,14087,pm25,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14519,co,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14523,no2,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14524,o3,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14522,pm10,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14520,so2,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14616,co,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14613,no2,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14614,o3,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14612,pm10,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14617,pm25,µg/m³,0
5540,"Punjabi Bagh, Delhi - DPCC",Delhi,28.6670856,77.1301247,14615,so2,µg/m³,0
5541,"Burari Crossing, New Delhi - IMD",Delhi,28.7256504,77.2011573,14958,co,µg/m³,0
5541,"Burari Crossing, New Delhi - IMD",Delhi,28.7256504,77.2011573,14936,no2,µg/m³,0
5541,"Burari Crossing, New Delhi - IMD",Delhi,28.7256504,77.2011573,14931,o3,µg/m³,0
3409483,"Chembur, Mumbai - MPCB",Mumbai,19.0364585,72.8954371,12238382,o3,µg/m³,0
3409483,"Chembur, Mumbai - MPCB",Mumbai,19.0364585,72.8954371,12238383,pm10,µg/m³,0
3409483,"Chembur, Mumbai - MPCB",Mumbai,19.0364585,72.8954371,12238384,pm25,µg/m³,0
3409486,"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,19.0632143,72.8456324,12238409,o3,µg/m³,0
3409486,"Kherwadi_Bandra East, Mumbai - MPCB",Mumbai,19.0632143,72.8456324,12238410,pm10,µg/m³,0
3409482,"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,19.065931,72.862131,12238373,o3,µg/m³,0
3409482,"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,19.065931,72.862131,12238374,pm10,µg/m³,0
3409482,"Bandra Kurla Complex, Mumbai - MPCB",Mumbai,19.065931,72.862131,12238375,pm25,µg/m³,0
5541,"Burari Crossing, New Delhi - IMD",Delhi,28.7256504,77.2011573,14620,pm10,µg/m³,0
5541,"Burari Crossing, New Delhi - IMD",Delhi,28.7256504,77.2011573,14912,pm25,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,14637,co,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,14636,no2,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,14640,o3,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,1303004,pm10,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,14641,pm25,µg/m³,0
5547,"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,12.9352049,77.6814488,14634,so2,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,14657,co,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,14639,no2,µg/m³,0
5509,"Anand Vihar, Delhi - DPCC",Delhi,28.647622000000002,77.315809,14521,pm25,µg/m³,0
3409477,"Kopripada-Vashi, Navi Mumbai - MPCB",Mumbai,19.090337,73.014232,12238329,pm10,µg/m³,0
3409477,"Kopripada-Vashi, Navi Mumbai - MPCB",Mumbai,19.090337,73.014232,12238330,pm25,µg/m³,0
3409479,"Mindspace-Malad West, Mumbai - MPCB",Mumbai,19.1878657,72.8304069,12238346,o3,µg/m³,0
3409479,"Mindspace-Malad West, Mumbai - MPCB",Mumbai,19.1878657,72.8304069,12238347,pm10,µg/m³,0
3409479,"Mindspace-Malad West, Mumbai - MPCB",Mumbai,19.1878657,72.8304069,12238348,pm25,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,12235359,o3,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,1305377,pm10,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,14635,pm25,µg/m³,0
5548,"BTM Layout, Bengaluru - CPCB",Bengaluru,12.9135218,77.5950804,14642,so2,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,14690,co,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,14681,no2,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,14689,o3,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,1305373,pm10,µg/m³,0
3409471,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Mumbai,19.02579,73.10297,12238276,pm25,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,14680,pm25,µg/m³,0
5558,"Alandur Bus Depot, Chennai - CPCB",Chennai,12.909916100000002,80.1076538,14682,so2,µg/m³,0
5570,"Aya Nagar, New Delhi - IMD",Delhi,28.474261,77.131606,15010,co,µg/m³,0
5570,"Aya Nagar, New Delhi - IMD",Delhi,28.474261,77.131606,15019,no2,µg/m³,0
5570,"Aya Nagar, New Delhi - IMD",Delhi,28.474261,77.131606,15021,o3,µg/m³,0
5570,"Aya Nagar, New Delhi - IMD",Delhi,28.474261,77.131606,12234707,pm10,µg/m³,0
5570,"Aya Nagar, New Delhi - IMD",Delhi,28.474261,77.131606,12234708,pm25,µg/m³,0
5574,"City Railway Station, Bengaluru - KSPCB",Bengaluru,12.9756843,77.5660749,14779,co,µg/m³,0
3409475,"Tondare-Taloja, Navi Mumbai - MPCB",Mumbai,19.063,73.1209,12238310,o3,µg/m³,0
3409475,"Tondare-Taloja, Navi Mumbai - MPCB",Mumbai,19.063,73.1209,12238311,pm10,µg/m³,0
3409475,"Tondare-Taloja, Navi Mumbai - MPCB",Mumbai,19.063,73.1209,12238312,pm25,µg/m³,0
3409477,"Kopripada-Vashi, Navi Mumbai - MPCB",Mumbai,19.090337,73.014232,12238328,o3,µg/m³,0
3409393,"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,13.0246342,77.5080115,12237644,pm10,µg/m³,0
3409393,"Shivapura_Peenya, Bengaluru - KSPCB",Bengaluru,13.0246342,77.5080115,12237645,pm25,µg/m³,0
3409434,"Jigani, Bengaluru - KSPCB",Bengaluru,12.7816279,77.6299145,12243006,o3,µg/m³,0
3409434,"Jigani, Bengaluru - KSPCB",Bengaluru,12.7816279,77.6299145,12243007,pm10,µg/m³,0
3409434,"Jigani, Bengaluru - KSPCB",Bengaluru,12.7816279,77.6299145,12243008,pm25,µg/m³,0
5574,"City Railway Station, Bengaluru - KSPCB",Bengaluru,12.9756843,77.5660749,14773,no2,µg/m³,0
5574,"City Railway Station, Bengaluru - KSPCB",Bengaluru,12.9756843,77.5660749,14775,pm10,µg/m³,0
5574,"City Railway Station, Bengaluru - KSPCB",Bengaluru,12.9756843,77.5660749,14732,so2,µg/m³,0
5581,"Pusa, New Delhi - IMD",Delhi,28.610304,77.0996943,15266,co,µg/m³,0
5581,"Pusa, New Delhi - IMD",Delhi,28.610304,77.0996943,14800,no2,µg/m³,0
5581,"Pusa, New Delhi - IMD",Delhi,28.610304,77.0996943,14752,o3,µg/m³,0
5581,"Pusa, New Delhi - IMD",Delhi,28.610304,77.0996943,14851,pm10,µg/m³,0
5581,"Pusa, New Delhi - IMD",Delhi,28.610304,77.0996943,14853,pm25,µg/m³,0
3409471,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Mumbai,19.02579,73.10297,12238274,o3,µg/m³,0
3409471,"Sector-2E Kalamboli, Navi Mumbai - MPCB",Mumbai,19.02579,73.10297,12238275,pm10,µg/m³,0
3409385,"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,12.921418,77.502466,12237571,o3,µg/m³,0
3409385,"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,12.921418,77.502466,12237572,pm10,µg/m³,0
3409385,"RVCE-Mailasandra, Bengaluru - KSPCB",Bengaluru,12.921418,77.502466,12237573,pm25,µg/m³,0
5586,"Sirifort, Delhi - CPCB",Delhi,28.5504249,77.2159377,12234767,o3,µg/m³,0
5586,"Sirifort, Delhi - CPCB",Delhi,28.5504249,77.2159377,12234768,pm10,µg/m³,0
5586,"Sirifort, Delhi - CPCB",Delhi,28.5504249,77.2159377,12234769,pm25,µg/m³,0
5604,"Nishant Ganj, Lucknow - UPPCB",Lucknow,26.871428,80.957145,14896,co,µg/m³,0
5604,"Nishant Ganj, Lucknow - UPPCB",Lucknow,26.871428,80.957145,15139,no2,µg/m³,0
5604,"Nishant Ganj, Lucknow - UPPCB",Lucknow,26.871428,80.957145,15078,o3,µg/m³,0
5604,"Nishant Ganj, Lucknow - UPPCB",Lucknow,26.871428,80.957145,14845,pm25,µg/m³,0
5604,"Nishant Ganj, Lucknow - UPPCB",Lucknow,26.871428,80.957145,14880,so2,µg/m³,0
5607,"Peenya, Bengaluru - CPCB",Bengaluru,13.0270199,77.494094,15270,co,µg/m³,0
