date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,city
2015-01-01,21.3,12.0,0.0,8.9,68,Delhi
2015-01-02,17.2,14.2,4.2,11.2,83,Delhi
2015-01-03,17.9,14.0,0.1,9.0,84,Delhi
2015-01-04,19.1,10.9,0.0,13.5,78,Delhi
2015-01-05,20.7,9.6,0.0,27.0,74,Delhi
2015-01-06,20.6,10.5,0.0,21.7,75,Delhi
2015-01-07,18.1,10.0,0.0,11.3,79,Delhi
2015-01-08,19.6,6.9,0.0,9.4,80,Delhi
2015-01-09,18.7,6.3,0.0,9.4,83,Delhi
2015-01-10,18.1,7.4,0.0,13.8,81,Delhi
2015-01-11,18.1,6.9,0.0,11.8,84,Delhi
2015-01-12,17.7,6.0,0.0,9.7,87,Delhi
2015-01-13,17.6,6.6,0.0,12.2,87,Delhi
2015-01-14,16.8,10.1,4.1,19.7,85,Delhi
2015-01-15,18.3,7.7,0.0,8.3,84,Delhi
2015-01-16,19.5,7.7,0.0,9.3,78,Delhi
2015-01-17,20.3,8.1,0.0,9.9,79,Delhi
2015-01-18,20.4,7.7,0.0,8.7,76,Delhi
2015-01-19,19.7,6.2,0.0,8.3,75,Delhi
2015-01-20,19.2,6.3,0.0,12.4,79,Delhi
2015-01-21,16.3,9.9,3.8,17.0,81,Delhi
2015-01-22,15.6,11.2,17.0,14.1,87,Delhi
2015-01-23,17.9,11.1,0.0,9.6,83,Delhi
2015-01-24,17.4,10.9,0.0,11.8,80,Delhi
2015-01-25,17.5,9.2,0.0,9.2,75,Delhi
2015-01-26,18.1,8.1,0.0,9.0,74,Delhi
2015-01-27,17.7,8.9,0.0,15.1,69,Delhi
2015-01-28,17.2,6.9,0.0,15.1,74,Delhi
2015-01-29,17.8,4.8,0.0,16.8,68,Delhi
2015-01-30,18.7,5.4,0.0,18.7,66,Delhi
2015-01-31,19.9,7.7,0.0,16.0,65,Delhi
2015-02-01,20.7,7.0,0.0,9.9,74,Delhi
2015-02-02,21.7,11.0,1.2,21.0,75,Delhi
2015-02-03,21.9,13.3,13.2,19.5,78,Delhi
2015-02-04,19.9,10.0,0.0,14.6,86,Delhi
2015-02-05,20.5,9.2,0.0,13.5,76,Delhi
2015-02-06,20.7,7.1,0.0,9.2,72,Delhi
2015-02-07,22.1,7.8,0.0,8.7,69,Delhi
2015-02-08,22.3,9.8,2.1,9.0,73,Delhi
2015-02-09,23.1,10.0,0.0,14.1,71,Delhi
2015-02-10,22.1,9.5,0.0,14.5,67,Delhi
2015-02-11,22.0,7.9,0.0,9.4,64,Delhi
2015-02-12,22.1,8.6,0.0,13.3,69,Delhi
2015-02-13,24.3,9.7,0.0,16.6,63,Delhi
2015-02-14,26.5,11.4,0.0,9.4,63,Delhi
2015-02-15,25.4,11.2,0.0,7.9,71,Delhi
2015-02-16,26.2,13.9,0.0,21.9,70,Delhi
2015-02-17,26.5,15.8,1.6,15.7,74,Delhi
2015-02-18,26.1,15.6,12.0,21.3,77,Delhi
2015-02-19,26.7,14.4,1.6,25.1,78,Delhi
2015-02-20,27.0,17.0,0.0,18.7,74,Delhi
2015-02-21,26.5,15.0,0.0,17.8,75,Delhi
2015-02-22,27.1,15.4,0.0,21.5,69,Delhi
2015-02-23,26.4,13.5,0.0,9.5,77,Delhi
2015-02-24,27.2,14.3,0.1,12.2,79,Delhi
2015-02-25,27.2,16.8,5.2,14.3,79,Delhi
2015-02-26,24.5,13.7,0.0,11.3,69,Delhi
2015-02-27,23.6,12.1,0.0,12.6,68,Delhi
2015-02-28,25.4,11.4,0.2,13.5,56,Delhi
2015-03-01,19.3,16.1,22.9,30.8,83,Delhi
2015-03-02,19.5,14.4,22.8,28.8,93,Delhi
2015-03-03,19.6,12.6,1.0,9.4,86,Delhi
2015-03-04,21.6,9.7,0.0,15.9,72,Delhi
2015-03-05,23.7,9.0,0.0,9.4,70,Delhi
2015-03-06,24.9,12.6,0.0,10.8,70,Delhi
2015-03-07,25.5,11.7,10.5,11.3,76,Delhi
2015-03-08,24.0,14.2,0.9,18.8,79,Delhi
2015-03-09,22.4,11.8,3.9,16.1,70,Delhi
2015-03-10,23.1,9.6,0.0,13.8,69,Delhi
2015-03-11,24.7,10.6,0.0,11.5,70,Delhi
2015-03-12,26.5,10.1,0.0,10.0,67,Delhi
2015-03-13,25.9,13.9,2.9,10.2,76,Delhi
2015-03-14,26.1,14.3,4.1,13.0,79,Delhi
2015-03-15,22.5,16.0,20.6,19.0,88,Delhi
2015-03-16,22.7,15.2,6.7,19.6,87,Delhi
2015-03-17,25.1,14.2,0.0,17.7,76,Delhi
2015-03-18,24.7,13.6,0.0,18.6,70,Delhi
2015-03-19,26.3,12.2,0.0,11.2,69,Delhi
2015-03-20,27.8,12.4,0.0,11.0,67,Delhi
2015-03-21,29.2,14.8,0.0,10.3,69,Delhi
2015-03-22,30.2,16.8,0.0,18.3,63,Delhi
2015-03-23,31.1,17.6,0.0,14.9,62,Delhi
2015-03-24,32.2,15.6,0.0,10.9,64,Delhi
2015-03-25,32.5,17.2,0.0,10.0,61,Delhi
2015-03-26,33.6,20.2,0.0,8.9,58,Delhi
2015-03-27,33.8,21.8,0.0,11.6,56,Delhi
2015-03-28,34.1,16.4,0.0,8.9,52,Delhi
2015-03-29,32.2,20.7,0.4,20.1,52,Delhi
2015-03-30,27.1,19.5,5.1,24.5,75,Delhi
2015-03-31,28.0,17.4,0.1,14.2,70,Delhi
2015-04-01,30.8,17.9,0.6,15.4,66,Delhi
2015-04-02,33.3,19.2,0.0,14.9,56,Delhi
2015-04-03,30.1,19.1,10.8,15.2,72,Delhi
2015-04-04,25.1,18.6,17.8,13.0,83,Delhi
2015-04-05,28.5,15.5,0.0,8.9,68,Delhi
2015-04-06,30.0,16.2,0.0,9.9,58,Delhi
2015-04-07,27.7,16.9,5.5,10.9,67,Delhi
2015-04-08,30.0,16.6,0.3,9.7,62,Delhi
2015-04-09,31.0,17.0,0.0,14.9,57,Delhi
2015-04-10,33.0,17.7,0.0,14.1,51,Delhi
2015-04-11,34.1,18.2,0.1,9.4,49,Delhi
2015-04-12,29.2,20.2,0.0,15.8,56,Delhi
2015-04-13,29.2,18.9,7.1,17.1,70,Delhi
2015-04-14,29.7,19.1,0.6,13.7,70,Delhi
2015-04-15,31.6,19.3,0.0,16.5,63,Delhi
2015-04-16,31.4,20.5,0.0,11.9,62,Delhi
2015-04-17,34.9,19.7,0.0,18.5,56,Delhi
2015-04-18,37.1,21.0,0.0,12.4,46,Delhi
2015-04-19,39.4,21.2,0.0,12.1,39,Delhi
2015-04-20,38.7,24.6,0.1,16.1,38,Delhi
2015-04-21,38.6,22.4,0.0,19.3,36,Delhi
2015-04-22,38.2,22.1,0.0,18.1,27,Delhi
2015-04-23,38.7,21.6,0.0,10.7,24,Delhi
2015-04-24,39.3,22.4,0.0,10.2,27,Delhi
2015-04-25,37.0,23.5,0.3,25.6,36,Delhi
2015-04-26,34.4,23.2,0.0,24.4,49,Delhi
2015-04-27,36.5,23.8,0.9,21.1,50,Delhi
2015-04-28,37.2,24.1,3.9,18.8,50,Delhi
2015-04-29,36.6,23.2,0.0,14.9,46,Delhi
2015-04-30,38.1,22.8,1.1,27.3,46,Delhi
2015-05-01,36.5,24.1,0.0,21.4,40,Delhi
2015-05-02,37.3,22.0,0.0,18.0,29,Delhi
2015-05-03,38.0,21.0,0.0,11.3,25,Delhi
2015-05-04,38.9,20.9,0.0,11.1,28,Delhi
2015-05-05,40.0,20.9,0.0,16.3,28,Delhi
2015-05-06,42.5,22.4,0.0,17.4,27,Delhi
2015-05-07,42.7,24.1,0.0,21.6,25,Delhi
2015-05-08,42.1,26.7,0.0,14.4,18,Delhi
2015-05-09,40.8,26.8,0.0,11.6,23,Delhi
2015-05-10,41.7,25.1,0.0,14.7,25,Delhi
2015-05-11,39.6,25.4,0.8,13.7,34,Delhi
2015-05-12,36.3,25.8,1.3,24.4,48,Delhi
2015-05-13,35.7,26.1,5.8,11.0,60,Delhi
2015-05-14,35.8,24.3,1.3,10.2,58,Delhi
2015-05-15,36.6,24.4,3.5,16.6,50,Delhi
2015-05-16,35.9,23.3,0.0,7.4,55,Delhi
2015-05-17,37.9,24.7,0.0,9.5,47,Delhi
2015-05-18,41.2,27.6,0.3,11.3,39,Delhi
2015-05-19,41.5,26.8,1.4,23.7,31,Delhi
2015-05-20,40.3,26.3,0.0,16.4,31,Delhi
2015-05-21,41.7,24.6,0.0,18.4,27,Delhi
2015-05-22,42.6,26.2,0.0,16.4,23,Delhi
2015-05-23,43.2,25.5,0.0,15.1,22,Delhi
2015-05-24,42.8,27.1,0.0,15.2,23,Delhi
2015-05-25,44.1,26.2,0.0,13.6,21,Delhi
2015-05-26,44.0,27.7,0.0,15.1,18,Delhi
2015-05-27,41.8,26.1,0.0,16.0,17,Delhi
2015-05-28,41.2,25.1,0.0,10.5,21,Delhi
2015-05-29,41.7,27.0,0.0,12.6,26,Delhi
2015-05-30,41.5,27.7,0.0,14.6,27,Delhi
2015-05-31,41.5,26.9,0.1,20.5,25,Delhi
2015-06-01,39.8,25.9,0.2,11.3,30,Delhi
2015-06-02,37.8,27.2,0.3,11.2,35,Delhi
2015-06-03,37.9,25.4,0.5,16.2,42,Delhi
2015-06-04,37.5,24.4,0.0,15.3,48,Delhi
2015-06-05,37.9,27.2,0.1,13.0,40,Delhi
2015-06-06,39.0,26.6,0.0,17.1,35,Delhi
2015-06-07,40.4,26.2,0.0,14.5,31,Delhi
2015-06-08,42.5,27.0,0.0,15.5,28,Delhi
2015-06-09,42.6,29.5,0.0,29.3,25,Delhi
2015-06-10,41.4,30.8,0.5,24.9,33,Delhi
2015-06-11,40.2,30.8,0.1,21.3,34,Delhi
2015-06-12,40.6,29.9,0.0,17.9,37,Delhi
2015-06-13,40.1,30.2,2.4,15.9,38,Delhi
2015-06-14,32.9,25.6,3.7,9.9,69,Delhi
2015-06-15,33.9,23.8,5.6,12.4,69,Delhi
2015-06-16,36.5,27.1,0.0,10.4,60,Delhi
2015-06-17,37.6,27.8,0.4,8.4,58,Delhi
2015-06-18,39.1,28.6,0.0,8.4,46,Delhi
2015-06-19,39.2,29.4,0.1,15.0,48,Delhi
2015-06-20,37.2,28.8,1.1,22.3,58,Delhi
2015-06-21,36.4,28.9,1.7,16.6,62,Delhi
2015-06-22,36.9,26.7,0.6,20.5,62,Delhi
2015-06-23,38.2,28.6,0.0,15.7,56,Delhi
2015-06-24,36.4,26.6,16.8,13.9,70,Delhi
2015-06-25,27.2,25.2,32.6,13.5,92,Delhi
2015-06-26,34.7,24.6,0.0,16.4,70,Delhi
2015-06-27,35.9,27.6,0.0,17.4,66,Delhi
2015-06-28,37.2,28.1,0.4,15.2,64,Delhi
2015-06-29,33.8,27.0,0.0,19.0,67,Delhi
2015-06-30,32.9,25.8,0.4,13.1,68,Delhi
2015-07-01,34.8,25.6,0.8,8.3,70,Delhi
2015-07-02,36.0,26.7,0.6,11.9,68,Delhi
2015-07-03,37.2,28.1,0.3,18.9,64,Delhi
2015-07-04,35.8,27.1,0.6,18.6,64,Delhi
2015-07-05,37.3,27.5,12.3,23.8,68,Delhi
2015-07-06,32.6,25.9,6.3,13.1,77,Delhi
2015-07-07,31.5,24.9,14.6,10.6,84,Delhi
2015-07-08,31.9,25.4,16.5,9.7,84,Delhi
2015-07-09,31.8,25.7,18.7,7.8,87,Delhi
2015-07-10,28.2,25.6,61.6,13.7,93,Delhi
2015-07-11,28.0,23.9,44.1,15.8,91,Delhi
2015-07-12,26.9,24.1,6.4,20.0,89,Delhi
2015-07-13,32.0,24.0,1.6,11.4,80,Delhi
2015-07-14,32.9,26.2,0.8,19.1,77,Delhi
2015-07-15,34.8,27.4,0.0,23.6,70,Delhi
2015-07-16,34.3,26.5,2.3,15.9,69,Delhi
2015-07-17,31.3,26.2,35.2,14.2,86,Delhi
2015-07-18,32.7,26.4,5.3,9.3,83,Delhi
2015-07-19,32.3,26.3,12.5,8.8,84,Delhi
2015-07-20,30.8,25.5,17.4,9.8,88,Delhi
2015-07-21,32.1,26.0,3.4,15.6,81,Delhi
2015-07-22,31.9,26.9,1.8,12.9,82,Delhi
2015-07-23,32.1,27.2,0.3,18.0,76,Delhi
2015-07-24,31.5,26.8,5.6,15.5,80,Delhi
2015-07-25,32.1,26.1,3.2,16.2,81,Delhi
2015-07-26,31.0,26.4,1.6,30.8,77,Delhi
2015-07-27,30.7,24.3,0.0,19.9,75,Delhi
2015-07-28,31.1,24.7,0.2,16.9,75,Delhi
2015-07-29,29.6,24.9,0.0,23.4,74,Delhi
2015-07-30,30.2,25.2,2.1,16.3,79,Delhi
2015-07-31,30.4,25.7,0.5,17.3,76,Delhi
2015-08-01,29.4,25.4,5.5,10.8,84,Delhi
2015-08-02,31.2,25.5,2.3,6.2,83,Delhi
2015-08-03,33.0,25.7,0.7,11.1,81,Delhi
2015-08-04,33.0,25.7,1.3,10.2,80,Delhi
2015-08-05,32.3,25.7,7.2,9.4,87,Delhi
2015-08-06,32.0,26.1,10.8,8.6,87,Delhi
2015-08-07,32.2,25.9,8.4,8.4,89,Delhi
2015-08-08,27.5,24.7,29.1,12.8,94,Delhi
2015-08-09,28.4,24.4,53.0,13.1,93,Delhi
2015-08-10,31.2,25.5,6.8,7.9,88,Delhi
2015-08-11,29.4,25.6,11.1,14.9,91,Delhi
2015-08-12,31.7,25.8,0.5,13.1,83,Delhi
2015-08-13,33.1,26.2,0.5,8.7,83,Delhi
2015-08-14,32.0,26.0,6.4,9.7,85,Delhi
2015-08-15,30.4,26.3,11.1,11.8,88,Delhi
2015-08-16,29.9,25.4,6.5,5.6,89,Delhi
2015-08-17,32.7,25.1,0.3,6.6,83,Delhi
2015-08-18,33.6,26.0,3.2,13.6,84,Delhi
2015-08-19,33.0,25.8,1.8,19.1,78,Delhi
2015-08-20,32.0,26.7,0.0,20.9,71,Delhi
2015-08-21,31.8,25.7,0.3,16.4,73,Delhi
2015-08-22,31.3,25.2,2.6,12.1,76,Delhi
2015-08-23,32.5,24.5,5.1,10.5,82,Delhi
2015-08-24,32.9,25.4,0.4,15.0,76,Delhi
2015-08-25,33.7,26.4,0.0,19.2,71,Delhi
2015-08-26,33.9,26.6,0.0,15.4,72,Delhi
2015-08-27,33.3,26.3,1.6,8.7,79,Delhi
2015-08-28,33.4,25.1,0.7,13.1,82,Delhi
2015-08-29,33.9,26.5,0.0,12.2,78,Delhi
2015-08-30,34.3,26.1,0.2,13.9,75,Delhi
2015-08-31,34.3,26.4,0.0,18.3,68,Delhi
2015-09-01,34.5,25.6,0.0,19.3,63,Delhi
2015-09-02,33.8,25.5,0.0,19.2,59,Delhi
2015-09-03,34.4,25.2,0.0,16.6,57,Delhi
2015-09-04,34.8,24.0,0.0,14.6,61,Delhi
2015-09-05,34.8,23.2,0.0,19.4,60,Delhi
2015-09-06,34.8,23.3,0.0,16.6,57,Delhi
2015-09-07,34.7,24.2,0.0,16.1,55,Delhi
2015-09-08,35.1,23.0,0.0,19.5,58,Delhi
2015-09-09,35.4,23.8,0.0,19.1,56,Delhi
2015-09-10,35.9,22.1,0.0,15.9,60,Delhi
2015-09-11,35.4,21.9,0.0,15.2,61,Delhi
2015-09-12,34.9,22.6,0.3,8.4,69,Delhi
2015-09-13,35.4,25.1,0.0,8.1,69,Delhi
2015-09-14,36.3,24.1,0.0,12.4,62,Delhi
2015-09-15,35.5,24.5,0.0,9.4,63,Delhi
2015-09-16,35.0,25.7,0.0,10.7,66,Delhi
2015-09-17,34.4,24.7,0.4,9.5,72,Delhi
2015-09-18,33.4,26.7,1.6,17.4,72,Delhi
2015-09-19,32.5,24.6,24.3,10.4,84,Delhi
2015-09-20,33.7,26.1,5.0,10.0,83,Delhi
2015-09-21,32.0,25.3,9.5,10.4,85,Delhi
2015-09-22,32.1,25.2,2.0,18.9,79,Delhi
2015-09-23,30.5,24.0,0.3,18.6,75,Delhi
2015-09-24,31.2,23.9,0.0,20.9,67,Delhi
2015-09-25,31.3,22.4,0.0,16.0,67,Delhi
2015-09-26,32.5,22.3,0.0,10.5,66,Delhi
2015-09-27,33.2,22.4,0.0,11.4,64,Delhi
2015-09-28,32.5,21.5,0.0,10.8,66,Delhi
2015-09-29,33.0,19.9,0.0,14.7,63,Delhi
2015-09-30,33.2,20.4,0.0,13.1,57,Delhi
2015-10-01,33.2,19.6,0.0,9.5,60,Delhi
2015-10-02,34.1,18.4,0.0,13.8,57,Delhi
2015-10-03,35.0,19.7,0.0,12.2,57,Delhi
2015-10-04,35.5,20.2,0.0,8.3,57,Delhi
2015-10-05,35.3,20.5,0.0,8.9,55,Delhi
2015-10-06,34.9,20.6,0.0,12.2,53,Delhi
2015-10-07,34.5,22.1,0.0,12.2,56,Delhi
2015-10-08,34.9,22.3,0.0,15.2,54,Delhi
2015-10-09,35.6,21.0,0.0,19.4,50,Delhi
2015-10-10,36.3,21.3,0.0,17.9,40,Delhi
2015-10-11,35.5,22.1,0.0,12.7,46,Delhi
2015-10-12,34.0,21.2,0.0,14.3,52,Delhi
2015-10-13,32.7,23.6,0.4,16.3,69,Delhi
2015-10-14,32.9,22.3,7.3,14.5,74,Delhi
2015-10-15,32.1,21.3,0.0,11.3,70,Delhi
2015-10-16,32.9,21.8,0.0,9.5,68,Delhi
2015-10-17,33.4,21.5,0.0,10.0,66,Delhi
2015-10-18,33.1,22.4,0.0,7.9,63,Delhi
2015-10-19,34.1,21.9,1.1,8.6,64,Delhi
2015-10-20,34.0,21.3,0.3,13.8,55,Delhi
2015-10-21,32.6,20.3,0.0,10.3,53,Delhi
2015-10-22,31.8,18.3,0.0,14.1,48,Delhi
2015-10-23,31.6,17.0,0.0,12.6,49,Delhi
2015-10-24,31.5,18.8,0.0,8.0,51,Delhi
2015-10-25,32.0,19.9,0.0,15.8,52,Delhi
2015-10-26,30.8,19.4,1.5,14.4,57,Delhi
2015-10-27,29.9,18.2,0.0,8.2,54,Delhi
2015-10-28,27.4,17.0,5.5,17.7,72,Delhi
2015-10-29,26.5,14.9,0.0,10.2,65,Delhi
2015-10-30,27.6,15.5,0.0,9.2,71,Delhi
2015-10-31,28.2,16.2,0.0,7.8,66,Delhi
2015-11-01,29.2,18.1,0.0,9.2,64,Delhi
2015-11-02,29.2,17.0,0.0,7.6,65,Delhi
2015-11-03,28.4,17.9,0.0,10.0,67,Delhi
2015-11-04,28.8,17.6,0.0,7.4,65,Delhi
2015-11-05,27.7,19.6,0.2,16.2,67,Delhi
2015-11-06,27.7,19.3,0.0,8.0,68,Delhi
2015-11-07,27.9,17.3,0.0,7.2,73,Delhi
2015-11-08,28.4,18.3,0.0,10.0,73,Delhi
2015-11-09,28.5,17.6,0.0,8.2,69,Delhi
2015-11-10,28.9,17.6,0.6,10.8,66,Delhi
2015-11-11,28.5,17.0,0.0,16.3,54,Delhi
2015-11-12,28.7,16.9,0.0,13.6,52,Delhi
2015-11-13,29.6,16.4,0.0,14.3,59,Delhi
2015-11-14,29.7,17.9,0.0,13.2,58,Delhi
2015-11-15,29.5,16.1,0.0,7.7,56,Delhi
2015-11-16,28.7,18.2,1.0,12.8,53,Delhi
2015-11-17,27.5,14.6,0.0,14.7,44,Delhi
2015-11-18,26.9,11.3,0.0,10.9,47,Delhi
2015-11-19,26.7,12.1,0.0,9.9,53,Delhi
2015-11-20,26.6,12.2,0.0,8.6,62,Delhi
2015-11-21,26.5,12.2,0.0,8.2,60,Delhi
2015-11-22,26.5,12.2,0.0,8.7,62,Delhi
2015-11-23,26.6,11.4,0.0,8.4,62,Delhi
2015-11-24,27.3,12.5,0.0,12.5,56,Delhi
2015-11-25,27.6,14.2,0.0,16.7,50,Delhi
2015-11-26,27.1,12.6,0.0,9.0,50,Delhi
2015-11-27,24.6,13.7,0.0,11.4,69,Delhi
2015-11-28,24.8,16.4,0.0,15.2,68,Delhi
2015-11-29,26.1,13.5,0.0,7.3,67,Delhi
2015-11-30,27.0,16.1,0.0,7.9,72,Delhi
2015-12-01,26.8,15.5,0.0,8.8,69,Delhi
2015-12-02,25.1,15.7,0.0,9.5,64,Delhi
2015-12-03,24.6,12.4,0.0,14.1,65,Delhi
2015-12-04,25.5,13.1,0.0,12.1,63,Delhi
2015-12-05,25.2,11.0,0.0,8.5,67,Delhi
2015-12-06,25.1,12.3,0.0,10.3,67,Delhi
2015-12-07,24.7,12.0,0.0,10.0,71,Delhi
2015-12-08,25.3,13.9,0.0,9.5,70,Delhi
2015-12-09,23.9,12.8,0.0,16.4,72,Delhi
2015-12-10,25.4,14.2,0.2,11.6,73,Delhi
2015-12-11,23.1,13.2,0.0,11.7,65,Delhi
2015-12-12,19.8,10.0,0.0,12.5,65,Delhi
2015-12-13,19.8,9.2,0.0,9.9,63,Delhi
2015-12-14,20.2,8.4,0.0,14.5,53,Delhi
2015-12-15,21.0,8.1,0.0,14.8,52,Delhi
2015-12-16,20.2,5.4,0.0,10.5,57,Delhi
2015-12-17,20.0,6.3,0.0,9.4,63,Delhi
2015-12-18,20.5,7.3,0.0,14.4,62,Delhi
2015-12-19,20.5,7.5,0.0,10.6,60,Delhi
2015-12-20,20.0,7.4,0.0,9.8,62,Delhi
2015-12-21,19.6,6.3,0.0,7.6,63,Delhi
2015-12-22,19.8,7.3,0.0,7.2,68,Delhi
2015-12-23,19.5,6.2,0.0,11.0,67,Delhi
2015-12-24,19.0,8.1,0.0,16.6,59,Delhi
2015-12-25,19.3,6.1,0.0,14.4,53,Delhi
2015-12-26,21.1,7.8,0.0,15.7,49,Delhi
2015-12-27,22.2,9.3,0.0,16.5,55,Delhi
2015-12-28,23.7,12.2,0.0,16.9,54,Delhi
2015-12-29,23.4,12.2,0.0,18.4,54,Delhi
2015-12-30,23.9,10.0,0.0,9.8,61,Delhi
2015-12-31,23.1,8.7,0.0,10.2,66,Delhi
2016-01-01,22.3,9.3,0.0,9.7,68,Delhi
2016-01-02,22.0,7.3,0.0,10.7,66,Delhi
2016-01-03,22.6,8.7,0.0,13.9,63,Delhi
2016-01-04,22.9,8.4,0.0,10.0,66,Delhi
2016-01-05,24.5,12.5,0.0,8.8,69,Delhi
2016-01-06,24.2,13.0,0.5,10.4,75,Delhi
2016-01-07,24.1,11.8,0.0,8.6,75,Delhi
2016-01-08,23.1,12.2,0.0,16.1,75,Delhi
2016-01-09,21.8,10.7,0.0,19.0,63,Delhi
2016-01-10,22.5,9.1,0.0,10.3,68,Delhi
2016-01-11,23.0,9.9,0.0,9.2,72,Delhi
2016-01-12,23.9,10.2,0.0,14.0,71,Delhi
2016-01-13,21.8,10.9,0.0,9.2,76,Delhi
2016-01-14,19.3,9.6,0.0,8.7,77,Delhi
2016-01-15,18.8,8.5,0.0,13.7,75,Delhi
2016-01-16,18.7,8.8,0.0,16.1,74,Delhi
2016-01-17,18.4,7.6,0.0,8.8,77,Delhi
2016-01-18,18.5,7.1,0.0,7.6,78,Delhi
2016-01-19,18.6,7.1,0.0,9.6,75,Delhi
2016-01-20,17.5,7.2,0.0,9.8,73,Delhi
2016-01-21,17.8,6.0,0.0,13.2,75,Delhi
2016-01-22,18.2,4.8,0.0,8.9,76,Delhi
2016-01-23,19.4,5.9,0.0,8.6,77,Delhi
2016-01-24,18.7,6.5,0.0,8.4,78,Delhi
2016-01-25,17.1,5.0,0.0,8.7,80,Delhi
2016-01-26,19.6,7.2,0.0,8.6,75,Delhi
2016-01-27,22.2,10.3,0.0,8.3,74,Delhi
2016-01-28,22.6,9.4,0.0,11.3,72,Delhi
2016-01-29,24.0,11.4,0.2,8.2,72,Delhi
2016-01-30,25.5,13.7,0.5,8.4,73,Delhi
2016-01-31,22.1,12.8,0.0,14.0,77,Delhi
2016-02-01,22.1,9.7,0.0,12.5,65,Delhi
2016-02-02,20.9,7.4,0.0,15.3,58,Delhi
2016-02-03,21.5,8.3,0.0,20.6,53,Delhi
2016-02-04,22.3,8.3,0.0,13.8,52,Delhi
2016-02-05,22.8,6.9,0.0,10.8,58,Delhi
2016-02-06,23.1,7.1,0.0,12.2,59,Delhi
2016-02-07,19.6,12.1,4.0,13.7,74,Delhi
2016-02-08,21.7,8.6,0.0,11.0,74,Delhi
2016-02-09,22.9,9.5,0.0,10.1,69,Delhi
2016-02-10,23.4,9.1,0.0,9.7,67,Delhi
2016-02-11,24.7,12.2,0.0,16.1,56,Delhi
2016-02-12,24.2,9.4,0.0,11.2,65,Delhi
2016-02-13,22.0,11.8,0.7,15.1,62,Delhi
2016-02-14,23.6,9.3,0.0,11.1,65,Delhi
2016-02-15,22.3,9.4,0.0,9.3,60,Delhi
2016-02-16,23.3,8.9,0.0,9.7,55,Delhi
2016-02-17,25.6,11.0,0.2,11.8,54,Delhi
2016-02-18,27.0,14.7,1.4,11.5,61,Delhi
2016-02-19,28.8,17.0,0.0,8.4,66,Delhi
2016-02-20,25.9,18.1,14.4,12.3,75,Delhi
2016-02-21,25.4,14.6,0.0,19.7,65,Delhi
2016-02-22,26.1,13.0,0.0,22.8,52,Delhi
2016-02-23,26.9,12.4,0.0,15.8,54,Delhi
2016-02-24,26.7,11.3,0.0,9.0,58,Delhi
2016-02-25,27.3,11.4,0.0,10.3,59,Delhi
2016-02-26,27.4,13.7,0.0,10.3,59,Delhi
2016-02-27,27.3,12.1,0.0,9.8,60,Delhi
2016-02-28,28.0,14.9,0.0,9.2,61,Delhi
2016-02-29,28.0,15.0,0.0,9.8,62,Delhi
2016-03-01,28.6,16.1,0.0,10.0,62,Delhi
2016-03-02,30.5,15.6,0.0,9.5,62,Delhi
2016-03-03,31.4,15.9,0.2,9.4,60,Delhi
2016-03-04,31.9,16.2,0.0,10.6,51,Delhi
2016-03-05,29.8,17.0,12.2,18.5,59,Delhi
2016-03-06,25.9,16.0,2.6,17.1,75,Delhi
2016-03-07,27.7,15.0,0.0,11.4,69,Delhi
2016-03-08,27.6,16.3,0.0,11.2,66,Delhi
2016-03-09,28.0,14.9,0.0,13.1,63,Delhi
2016-03-10,29.7,15.1,0.0,13.5,62,Delhi
2016-03-11,30.9,18.0,2.2,13.5,65,Delhi
2016-03-12,28.4,17.5,22.2,16.7,77,Delhi
2016-03-13,27.2,16.3,0.0,20.7,71,Delhi
2016-03-14,25.1,16.2,0.9,10.6,77,Delhi
2016-03-15,27.3,14.4,0.0,12.8,66,Delhi
2016-03-16,27.6,14.0,0.0,16.9,56,Delhi
2016-03-17,29.8,16.3,0.1,15.5,56,Delhi
2016-03-18,29.3,18.6,0.0,16.1,59,Delhi
2016-03-19,30.7,17.7,0.5,10.2,60,Delhi
2016-03-20,31.4,18.1,0.0,13.8,56,Delhi
2016-03-21,30.5,17.5,0.0,24.2,45,Delhi
2016-03-22,29.8,16.2,0.0,26.7,36,Delhi
2016-03-23,31.9,16.2,0.0,17.7,39,Delhi
2016-03-24,33.4,16.3,0.0,10.9,47,Delhi
2016-03-25,34.7,17.1,0.0,10.4,50,Delhi
2016-03-26,32.3,18.7,0.0,19.1,53,Delhi
2016-03-27,31.7,18.4,0.0,15.2,45,Delhi
2016-03-28,31.7,16.6,0.0,15.9,41,Delhi
2016-03-29,32.0,18.1,0.0,13.6,42,Delhi
2016-03-30,34.4,17.9,0.0,11.2,45,Delhi
2016-03-31,36.3,19.2,0.0,10.8,40,Delhi
2016-04-01,36.5,21.9,0.0,13.9,39,Delhi
2016-04-02,37.6,21.4,0.0,11.6,41,Delhi
2016-04-03,38.5,24.3,1.8,10.2,44,Delhi
2016-04-04,37.1,23.3,0.0,15.5,34,Delhi
2016-04-05,35.9,21.5,0.0,17.2,37,Delhi
2016-04-06,35.1,22.5,0.0,10.9,30,Delhi
2016-04-07,34.8,19.8,0.0,17.6,37,Delhi
2016-04-08,34.8,17.8,0.0,9.7,38,Delhi
