date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,city
2016-05-05,36.4,26.1,0.0,22.0,47,Lucknow
2016-05-06,35.9,25.7,0.3,10.2,47,Lucknow
2016-05-07,36.9,24.4,0.1,9.2,46,Lucknow
2016-05-08,36.8,26.1,0.0,12.2,41,Lucknow
2016-05-09,38.2,26.1,0.5,21.3,44,Lucknow
2016-05-10,38.7,26.5,0.2,8.1,43,Lucknow
2016-05-11,36.2,27.1,0.0,23.3,53,Lucknow
2016-05-12,38.9,26.8,0.3,12.5,48,Lucknow
2016-05-13,39.6,28.1,0.1,14.6,44,Lucknow
2016-05-14,41.2,27.9,0.0,16.9,44,Lucknow
2016-05-15,41.3,28.6,0.0,18.4,43,Lucknow
2016-05-16,43.1,27.0,0.0,18.5,36,Lucknow
2016-05-17,42.6,26.8,0.0,13.0,28,Lucknow
2016-05-18,41.6,27.6,0.0,20.4,36,Lucknow
2016-05-19,40.5,28.9,0.0,23.2,45,Lucknow
2016-05-20,38.9,27.7,0.1,26.7,53,Lucknow
2016-05-21,37.7,26.2,0.0,24.5,57,Lucknow
2016-05-22,38.9,26.7,0.0,18.4,53,Lucknow
2016-05-23,37.9,29.9,0.0,22.9,50,Lucknow
2016-05-24,37.0,26.9,7.5,12.6,60,Lucknow
2016-05-25,38.4,25.8,2.0,18.0,55,Lucknow
2016-05-26,37.2,25.4,0.4,12.6,57,Lucknow
2016-05-27,39.7,27.9,2.1,19.5,54,Lucknow
2016-05-28,37.7,26.3,0.0,19.5,61,Lucknow
2016-05-29,34.2,25.6,0.0,20.6,62,Lucknow
2016-05-30,33.9,23.7,8.8,12.6,69,Lucknow
2016-05-31,36.6,25.6,0.4,12.0,61,Lucknow
2016-06-01,38.3,27.2,0.0,14.1,54,Lucknow
2016-06-02,37.6,28.1,0.0,21.2,55,Lucknow
2016-06-03,38.8,29.5,0.0,15.9,52,Lucknow
2016-06-04,37.8,30.3,0.5,19.2,50,Lucknow
2016-06-05,39.3,30.1,0.3,21.3,52,Lucknow
2016-06-06,39.7,29.4,0.0,17.0,49,Lucknow
2016-06-07,39.5,27.7,0.1,20.5,56,Lucknow
2016-06-08,38.3,28.4,0.0,15.5,55,Lucknow
2016-06-09,38.4,29.5,0.0,17.4,53,Lucknow
2016-06-10,39.8,29.3,0.0,14.1,51,Lucknow
2016-06-11,40.9,30.4,0.0,18.9,48,Lucknow
2016-06-12,39.8,30.8,0.9,15.7,47,Lucknow
2016-06-13,40.6,28.2,0.5,18.2,46,Lucknow
2016-06-14,39.0,29.3,0.3,25.5,48,Lucknow
2016-06-15,38.4,28.5,4.2,10.8,57,Lucknow
2016-06-16,35.5,27.1,4.3,14.1,68,Lucknow
2016-06-17,35.5,27.2,0.4,14.1,66,Lucknow
2016-06-18,35.6,28.2,3.3,18.3,66,Lucknow
2016-06-19,35.7,28.1,12.3,19.6,69,Lucknow
2016-06-20,34.9,27.1,7.7,15.5,73,Lucknow
2016-06-21,32.3,26.4,21.7,11.5,80,Lucknow
2016-06-22,30.2,26.1,35.6,12.3,86,Lucknow
2016-06-23,33.3,26.5,0.7,9.2,77,Lucknow
2016-06-24,33.3,27.7,2.8,10.2,77,Lucknow
2016-06-25,34.5,27.0,0.9,14.8,76,Lucknow
2016-06-26,34.5,28.0,0.4,19.8,73,Lucknow
2016-06-27,33.8,26.9,1.1,18.1,76,Lucknow
2016-06-28,35.3,28.2,1.2,20.8,71,Lucknow
2016-06-29,35.8,29.1,0.0,18.7,65,Lucknow
2016-06-30,35.9,29.1,0.0,14.5,64,Lucknow
2016-07-01,34.6,26.4,8.0,17.5,78,Lucknow
2016-07-02,29.8,26.1,14.8,15.7,88,Lucknow
2016-07-03,30.8,25.7,11.8,14.0,85,Lucknow
2016-07-04,31.0,26.0,2.1,11.7,82,Lucknow
2016-07-05,28.4,26.6,37.6,14.6,92,Lucknow
2016-07-06,30.9,25.3,9.9,24.0,84,Lucknow
2016-07-07,33.1,26.2,13.6,19.1,84,Lucknow
2016-07-08,31.7,26.4,18.3,18.0,84,Lucknow
2016-07-09,33.7,27.8,3.9,17.4,77,Lucknow
2016-07-10,33.7,27.0,2.8,13.7,80,Lucknow
2016-07-11,31.0,26.9,17.6,17.7,81,Lucknow
2016-07-12,32.2,26.9,5.9,22.6,81,Lucknow
2016-07-13,32.2,27.0,7.1,18.9,81,Lucknow
2016-07-14,33.4,26.2,8.4,7.0,84,Lucknow
2016-07-15,32.7,26.6,8.8,9.1,89,Lucknow
2016-07-16,30.5,25.9,23.3,14.8,92,Lucknow
2016-07-17,27.6,25.6,22.3,14.6,93,Lucknow
2016-07-18,29.9,25.1,15.8,20.5,90,Lucknow
2016-07-19,32.5,25.7,5.8,16.3,86,Lucknow
2016-07-20,34.0,26.9,0.6,14.8,79,Lucknow
2016-07-21,33.6,26.7,3.5,11.2,83,Lucknow
2016-07-22,32.0,26.3,22.5,12.0,88,Lucknow
2016-07-23,31.5,24.9,8.2,16.0,87,Lucknow
2016-07-24,33.4,26.2,2.2,10.7,83,Lucknow
2016-07-25,31.8,25.6,23.1,12.8,87,Lucknow
2016-07-26,29.8,25.9,19.7,16.0,89,Lucknow
2016-07-27,30.0,25.1,9.3,18.9,86,Lucknow
2016-07-28,31.6,25.6,26.6,12.7,89,Lucknow
2016-07-29,30.5,25.6,12.9,13.2,87,Lucknow
2016-07-30,30.4,25.7,26.5,12.9,89,Lucknow
2016-07-31,30.5,25.4,23.5,14.5,89,Lucknow
2016-08-01,27.0,24.8,31.2,13.9,95,Lucknow
2016-08-02,32.5,25.4,4.3,20.2,86,Lucknow
2016-08-03,32.2,26.2,1.1,21.3,80,Lucknow
2016-08-04,33.0,26.6,0.3,21.7,76,Lucknow
2016-08-05,33.5,27.5,0.7,20.1,77,Lucknow
2016-08-06,33.1,27.9,0.9,22.3,76,Lucknow
2016-08-07,31.0,27.2,7.1,26.3,80,Lucknow
2016-08-08,28.6,25.4,17.4,18.7,92,Lucknow
2016-08-09,30.8,25.2,1.5,11.6,83,Lucknow
2016-08-10,30.1,26.2,6.2,13.3,85,Lucknow
2016-08-11,30.8,25.2,14.0,8.9,88,Lucknow
2016-08-12,31.7,25.2,4.4,8.5,86,Lucknow
2016-08-13,32.9,26.4,1.6,10.1,85,Lucknow
2016-08-14,33.4,26.5,16.0,11.6,85,Lucknow
2016-08-15,30.1,25.9,38.5,11.7,90,Lucknow
2016-08-16,31.8,25.5,28.2,14.3,91,Lucknow
2016-08-17,31.0,24.9,21.6,9.4,92,Lucknow
2016-08-18,31.6,25.9,2.3,16.4,83,Lucknow
2016-08-19,30.2,26.8,3.5,34.7,79,Lucknow
2016-08-20,31.7,25.9,0.0,18.2,74,Lucknow
2016-08-21,31.2,24.4,0.0,12.2,75,Lucknow
2016-08-22,29.9,24.5,0.4,12.9,81,Lucknow
2016-08-23,29.7,25.8,4.6,24.5,80,Lucknow
2016-08-24,31.5,25.4,4.4,14.3,84,Lucknow
2016-08-25,33.3,26.1,2.5,5.9,83,Lucknow
2016-08-26,31.5,26.1,9.0,11.8,86,Lucknow
2016-08-27,32.8,26.8,1.1,16.5,81,Lucknow
2016-08-28,34.0,27.1,0.2,11.8,78,Lucknow
2016-08-29,34.1,27.2,8.8,8.0,82,Lucknow
2016-08-30,32.4,27.0,10.8,10.0,85,Lucknow
2016-08-31,31.3,25.4,17.6,13.8,88,Lucknow
2016-09-01,32.0,25.7,8.7,8.7,87,Lucknow
2016-09-02,32.2,25.9,4.7,17.4,83,Lucknow
2016-09-03,32.3,27.0,0.0,21.7,75,Lucknow
2016-09-04,32.2,26.2,0.3,19.0,76,Lucknow
2016-09-05,32.4,25.5,0.6,18.9,73,Lucknow
2016-09-06,32.1,26.0,0.5,17.8,74,Lucknow
2016-09-07,32.2,26.1,0.1,14.0,76,Lucknow
2016-09-08,32.7,26.1,0.8,8.5,82,Lucknow
2016-09-09,32.9,26.6,0.4,11.1,79,Lucknow
2016-09-10,32.9,26.1,0.1,13.0,74,Lucknow
2016-09-11,33.1,26.0,0.4,10.0,79,Lucknow
2016-09-12,32.5,25.7,3.5,11.3,86,Lucknow
2016-09-13,30.5,24.4,15.8,10.7,87,Lucknow
2016-09-14,31.2,24.5,11.0,12.8,87,Lucknow
2016-09-15,30.6,25.6,2.3,10.5,87,Lucknow
2016-09-16,31.7,25.6,6.7,7.6,87,Lucknow
2016-09-17,31.3,25.7,6.8,9.1,88,Lucknow
2016-09-18,31.6,24.6,12.0,13.9,87,Lucknow
2016-09-19,32.5,25.1,4.4,7.9,84,Lucknow
2016-09-20,32.6,25.9,4.1,9.7,84,Lucknow
2016-09-21,31.1,24.5,3.9,14.3,85,Lucknow
2016-09-22,29.2,25.0,2.3,14.0,87,Lucknow
2016-09-23,31.2,23.7,11.6,10.1,87,Lucknow
2016-09-24,30.0,23.9,22.7,15.5,90,Lucknow
2016-09-25,29.5,24.7,2.8,14.6,84,Lucknow
2016-09-26,30.1,23.5,0.1,13.8,82,Lucknow
2016-09-27,30.3,23.7,0.2,10.8,85,Lucknow
2016-09-28,30.5,24.3,2.7,11.6,87,Lucknow
2016-09-29,28.9,24.3,1.8,14.2,86,Lucknow
2016-09-30,31.6,24.5,1.0,9.0,83,Lucknow
2016-10-01,32.1,25.2,0.4,13.2,82,Lucknow
2016-10-02,32.9,25.4,2.3,11.4,81,Lucknow
2016-10-03,33.3,26.0,0.2,6.8,80,Lucknow
2016-10-04,32.7,25.9,1.3,8.4,83,Lucknow
2016-10-05,32.9,25.5,1.2,7.7,84,Lucknow
2016-10-06,29.5,23.8,29.2,10.7,91,Lucknow
2016-10-07,31.6,24.8,2.1,5.9,86,Lucknow
2016-10-08,31.6,25.0,13.5,10.6,86,Lucknow
2016-10-09,29.0,24.0,1.0,10.2,89,Lucknow
2016-10-10,31.5,22.5,0.0,8.7,82,Lucknow
2016-10-11,32.0,22.5,0.0,14.7,72,Lucknow
2016-10-12,31.9,21.0,0.0,13.8,66,Lucknow
2016-10-13,32.1,19.8,0.0,12.4,67,Lucknow
2016-10-14,31.7,17.8,0.0,10.3,68,Lucknow
2016-10-15,31.5,17.8,0.0,8.5,67,Lucknow
2016-10-16,31.1,18.6,0.0,8.2,71,Lucknow
2016-10-17,31.2,18.7,0.0,8.9,72,Lucknow
2016-10-18,30.9,18.1,0.0,8.0,65,Lucknow
2016-10-19,30.6,17.7,0.0,8.2,69,Lucknow
2016-10-20,31.0,19.0,0.0,9.0,72,Lucknow
2016-10-21,32.0,18.5,0.0,9.4,68,Lucknow
2016-10-22,32.5,19.5,0.0,15.4,62,Lucknow
2016-10-23,31.6,19.6,0.0,15.7,59,Lucknow
2016-10-24,31.0,18.3,0.0,15.0,59,Lucknow
2016-10-25,31.7,17.6,0.0,13.2,65,Lucknow
2016-10-26,30.8,17.3,0.0,10.0,67,Lucknow
2016-10-27,30.5,16.6,0.0,9.7,64,Lucknow
2016-10-28,30.1,16.1,0.0,8.7,60,Lucknow
2016-10-29,29.6,17.1,0.0,9.0,60,Lucknow
2016-10-30,29.4,17.8,0.0,8.4,67,Lucknow
2016-10-31,29.3,17.4,0.0,9.2,63,Lucknow
2016-11-01,29.3,17.2,0.0,7.5,63,Lucknow
2016-11-02,29.5,17.5,0.0,7.8,68,Lucknow
2016-11-03,28.9,17.7,0.0,8.9,64,Lucknow
2016-11-04,28.6,15.8,0.0,7.8,63,Lucknow
2016-11-05,29.4,17.5,0.0,13.0,63,Lucknow
2016-11-06,29.7,16.5,0.0,14.2,62,Lucknow
2016-11-07,29.9,15.6,0.0,14.0,59,Lucknow
2016-11-08,28.5,16.6,0.0,13.5,55,Lucknow
2016-11-09,27.9,14.2,0.0,8.2,67,Lucknow
2016-11-10,28.1,14.5,0.0,8.7,69,Lucknow
2016-11-11,27.9,15.2,0.0,7.9,65,Lucknow
2016-11-12,28.2,15.6,0.0,8.3,69,Lucknow
2016-11-13,28.5,15.5,0.0,9.7,66,Lucknow
2016-11-14,29.0,14.5,0.0,12.7,60,Lucknow
2016-11-15,28.3,15.3,0.0,12.6,58,Lucknow
2016-11-16,27.8,15.1,0.0,16.7,54,Lucknow
2016-11-17,27.6,13.9,0.0,14.6,55,Lucknow
2016-11-18,26.9,13.7,0.0,12.4,58,Lucknow
2016-11-19,27.1,13.5,0.0,9.8,63,Lucknow
2016-11-20,26.8,14.6,0.0,8.0,64,Lucknow
2016-11-21,27.5,13.2,0.0,11.4,67,Lucknow
2016-11-22,28.9,14.6,0.0,18.2,57,Lucknow
2016-11-23,27.9,15.3,0.0,12.3,60,Lucknow
2016-11-24,27.5,13.9,0.0,13.0,66,Lucknow
2016-11-25,27.6,15.2,0.0,16.9,52,Lucknow
2016-11-26,25.4,14.2,0.0,11.9,56,Lucknow
2016-11-27,26.8,12.7,0.0,11.1,69,Lucknow
2016-11-28,25.4,14.3,0.0,9.9,59,Lucknow
2016-11-29,26.1,12.3,0.0,9.3,74,Lucknow
2016-11-30,26.5,15.0,0.0,7.7,75,Lucknow
2016-12-01,26.4,18.2,0.0,7.0,75,Lucknow
2016-12-02,26.0,15.5,0.0,6.6,75,Lucknow
2016-12-03,25.4,14.7,0.0,8.8,73,Lucknow
2016-12-04,24.8,13.6,0.0,10.5,69,Lucknow
2016-12-05,24.4,12.7,0.0,9.5,69,Lucknow
2016-12-06,23.9,11.9,0.0,7.2,73,Lucknow
2016-12-07,23.4,11.1,0.0,7.9,77,Lucknow
2016-12-08,23.1,10.9,0.0,7.9,76,Lucknow
2016-12-09,22.8,11.1,0.0,8.5,75,Lucknow
2016-12-10,22.6,10.8,0.0,8.9,79,Lucknow
2016-12-11,25.4,12.5,0.0,12.1,78,Lucknow
2016-12-12,26.1,14.2,0.0,14.2,74,Lucknow
2016-12-13,25.4,12.4,0.0,14.0,69,Lucknow
2016-12-14,25.9,13.8,0.0,16.0,66,Lucknow
2016-12-15,23.6,11.9,0.0,15.7,63,Lucknow
2016-12-16,22.9,9.7,0.0,11.0,70,Lucknow
2016-12-17,22.9,10.0,0.0,9.0,71,Lucknow
2016-12-18,22.5,9.7,0.0,9.5,69,Lucknow
2016-12-19,22.7,9.4,0.0,13.6,67,Lucknow
2016-12-20,23.6,11.3,0.0,14.6,62,Lucknow
2016-12-21,21.9,10.6,0.0,11.6,68,Lucknow
2016-12-22,22.4,10.9,0.0,8.4,73,Lucknow
2016-12-23,23.1,11.0,0.0,8.3,78,Lucknow
2016-12-24,23.7,12.0,0.0,9.5,78,Lucknow
2016-12-25,25.1,11.7,0.3,12.9,75,Lucknow
2016-12-26,23.0,13.5,0.0,14.5,78,Lucknow
2016-12-27,22.5,11.0,0.0,10.0,71,Lucknow
2016-12-28,22.1,9.2,0.0,8.9,74,Lucknow
2016-12-29,21.7,9.8,0.0,9.7,77,Lucknow
2016-12-30,21.9,9.5,0.0,9.0,76,Lucknow
2016-12-31,22.6,9.9,0.0,14.8,77,Lucknow
2017-01-01,22.1,10.0,0.0,12.1,83,Lucknow
2017-01-02,21.2,11.6,3.1,16.1,88,Lucknow
2017-01-03,22.8,12.0,0.0,9.0,86,Lucknow
2017-01-04,21.9,10.5,0.0,8.5,82,Lucknow
2017-01-05,22.5,9.6,0.0,8.4,81,Lucknow
2017-01-06,23.0,10.6,0.0,13.7,81,Lucknow
2017-01-07,21.6,12.2,1.4,15.7,79,Lucknow
2017-01-08,18.6,12.8,1.7,12.1,85,Lucknow
2017-01-09,21.7,11.9,0.2,14.4,74,Lucknow
2017-01-10,20.4,9.9,0.0,17.8,59,Lucknow
2017-01-11,17.0,6.2,0.0,11.6,59,Lucknow
2017-01-12,16.6,4.1,0.0,9.5,65,Lucknow
2017-01-13,16.4,3.5,0.0,9.2,68,Lucknow
2017-01-14,19.2,5.3,0.0,10.5,72,Lucknow
2017-01-15,20.9,6.4,0.0,9.4,68,Lucknow
2017-01-16,22.1,8.3,0.1,12.0,72,Lucknow
2017-01-17,21.0,9.7,0.0,11.7,74,Lucknow
2017-01-18,20.2,6.5,0.0,9.2,74,Lucknow
2017-01-19,22.1,7.6,0.0,11.0,76,Lucknow
2017-01-20,22.7,9.3,0.0,16.8,65,Lucknow
2017-01-21,22.1,8.6,0.0,10.1,72,Lucknow
2017-01-22,24.1,9.1,0.0,11.4,70,Lucknow
2017-01-23,25.7,12.6,0.0,19.1,71,Lucknow
2017-01-24,24.9,11.5,0.0,10.5,71,Lucknow
2017-01-25,25.0,9.8,0.0,9.0,73,Lucknow
2017-01-26,25.8,11.4,0.2,13.0,74,Lucknow
2017-01-27,20.1,12.0,12.8,21.0,85,Lucknow
2017-01-28,20.4,10.3,0.0,13.9,86,Lucknow
2017-01-29,22.1,12.0,0.0,12.6,82,Lucknow
2017-01-30,20.8,10.4,0.0,8.5,87,Lucknow
2017-01-31,22.5,10.3,0.1,10.5,86,Lucknow
2017-02-01,23.2,11.3,0.0,9.0,83,Lucknow
2017-02-02,23.1,10.8,0.0,9.1,78,Lucknow
2017-02-03,22.9,9.1,0.0,9.5,76,Lucknow
2017-02-04,23.5,10.4,0.0,9.1,80,Lucknow
2017-02-05,25.7,12.1,0.0,12.0,79,Lucknow
2017-02-06,25.1,15.6,0.5,14.0,76,Lucknow
2017-02-07,22.7,12.8,0.0,18.7,63,Lucknow
2017-02-08,24.0,10.6,0.0,12.3,69,Lucknow
2017-02-09,24.5,10.1,0.0,12.7,68,Lucknow
2017-02-10,22.6,11.5,0.0,16.8,63,Lucknow
2017-02-11,22.9,9.3,0.0,9.1,69,Lucknow
2017-02-12,24.9,11.1,0.0,9.0,66,Lucknow
2017-02-13,26.0,12.8,0.0,11.3,70,Lucknow
2017-02-14,25.0,11.4,0.0,11.2,66,Lucknow
2017-02-15,25.6,10.9,0.0,9.4,66,Lucknow
2017-02-16,26.4,11.8,0.0,12.9,70,Lucknow
2017-02-17,28.1,13.5,0.0,9.7,71,Lucknow
2017-02-18,28.3,14.9,0.0,8.2,76,Lucknow
2017-02-19,29.6,15.4,0.0,16.0,72,Lucknow
2017-02-20,32.6,16.1,0.0,16.4,56,Lucknow
2017-02-21,31.0,17.6,0.0,20.0,53,Lucknow
2017-02-22,27.0,13.6,0.0,19.7,48,Lucknow
2017-02-23,26.0,13.1,0.0,24.8,41,Lucknow
2017-02-24,26.0,13.5,0.0,26.0,36,Lucknow
2017-02-25,26.5,12.8,0.0,20.9,41,Lucknow
2017-02-26,27.6,14.5,0.0,22.1,44,Lucknow
2017-02-27,27.5,12.1,0.0,17.4,48,Lucknow
2017-02-28,30.2,12.9,0.0,16.7,56,Lucknow
2017-03-01,31.3,16.6,0.0,13.0,52,Lucknow
2017-03-02,29.3,17.0,0.1,25.5,50,Lucknow
2017-03-03,29.5,16.6,0.0,13.2,44,Lucknow
2017-03-04,28.2,16.6,0.2,11.3,42,Lucknow
2017-03-05,27.3,13.4,0.0,17.3,44,Lucknow
2017-03-06,28.2,14.5,0.0,20.7,40,Lucknow
2017-03-07,29.4,14.1,0.0,15.5,45,Lucknow
2017-03-08,30.6,14.6,0.6,18.4,47,Lucknow
2017-03-09,29.4,18.2,0.1,16.6,44,Lucknow
2017-03-10,20.3,15.1,15.6,20.6,71,Lucknow
2017-03-11,24.5,13.0,1.9,19.7,75,Lucknow
2017-03-12,24.7,11.1,0.0,20.8,63,Lucknow
2017-03-13,24.9,11.5,0.0,21.4,48,Lucknow
2017-03-14,26.6,10.7,0.0,15.6,49,Lucknow
2017-03-15,28.1,13.7,0.0,19.6,50,Lucknow
2017-03-16,31.0,13.6,0.0,18.2,52,Lucknow
2017-03-17,30.1,15.9,0.7,20.0,44,Lucknow
2017-03-18,29.5,15.6,0.0,20.2,44,Lucknow
2017-03-19,29.7,17.7,0.2,19.8,51,Lucknow
2017-03-20,31.0,15.6,0.0,22.7,50,Lucknow
2017-03-21,31.9,16.7,0.0,19.9,43,Lucknow
2017-03-22,34.5,17.3,0.0,20.0,49,Lucknow
2017-03-23,34.9,18.7,0.0,14.2,53,Lucknow
2017-03-24,36.0,20.2,0.0,20.2,53,Lucknow
2017-03-25,35.3,21.6,0.0,22.2,37,Lucknow
2017-03-26,35.0,19.3,0.0,20.2,40,Lucknow
2017-03-27,34.5,20.9,0.0,19.5,44,Lucknow
2017-03-28,36.6,21.3,0.0,17.3,54,Lucknow
2017-03-29,38.0,20.9,0.0,23.4,47,Lucknow
2017-03-30,39.2,23.4,0.0,25.6,35,Lucknow
2017-03-31,38.0,21.8,0.0,13.2,42,Lucknow
2017-04-01,39.5,22.0,0.0,26.3,34,Lucknow
2017-04-02,38.9,23.1,0.4,23.4,29,Lucknow
2017-04-03,39.2,21.6,0.0,24.7,27,Lucknow
2017-04-04,39.0,22.4,0.0,19.9,31,Lucknow
2017-04-05,35.7,23.7,2.2,18.5,48,Lucknow
2017-04-06,35.7,25.6,1.1,25.0,55,Lucknow
2017-04-07,37.7,25.4,0.0,22.5,47,Lucknow
2017-04-08,36.9,22.5,0.0,20.2,36,Lucknow
2017-04-09,35.4,22.2,0.0,23.3,20,Lucknow
2017-04-10,34.0,21.6,0.0,30.3,17,Lucknow
2017-04-11,36.1,22.0,0.0,28.0,20,Lucknow
2017-04-12,37.9,21.3,0.0,19.1,26,Lucknow
2017-04-13,37.9,19.7,0.0,13.4,32,Lucknow
2017-04-14,38.4,23.7,0.0,14.9,32,Lucknow
2017-04-15,39.9,22.6,0.0,17.1,35,Lucknow
2017-04-16,37.0,23.8,0.0,17.3,44,Lucknow
2017-04-17,37.3,25.9,0.0,16.9,47,Lucknow
2017-04-18,39.8,26.9,0.0,17.9,42,Lucknow
2017-04-19,41.1,26.7,0.0,20.4,43,Lucknow
2017-04-20,40.0,25.3,1.9,20.4,51,Lucknow
2017-04-21,37.9,25.1,4.7,21.6,57,Lucknow
2017-04-22,38.6,26.1,3.7,23.9,59,Lucknow
2017-04-23,37.9,25.4,2.0,18.8,58,Lucknow
2017-04-24,40.0,23.7,0.0,21.6,44,Lucknow
2017-04-25,38.8,25.5,0.0,26.1,24,Lucknow
2017-04-26,38.6,25.3,0.0,22.0,22,Lucknow
2017-04-27,38.9,22.2,0.0,19.6,27,Lucknow
2017-04-28,38.9,22.8,0.0,19.6,28,Lucknow
2017-04-29,39.8,23.6,0.0,18.6,28,Lucknow
2017-04-30,37.4,24.5,3.4,12.5,29,Lucknow
2017-05-01,37.1,25.4,0.4,20.3,33,Lucknow
2017-05-02,38.8,22.5,0.0,14.9,35,Lucknow
2017-05-03,40.8,23.7,0.0,33.2,26,Lucknow
2017-05-04,40.1,26.9,0.0,26.1,26,Lucknow
2017-05-05,39.9,23.9,0.0,21.0,27,Lucknow
2017-05-06,42.4,24.7,0.0,19.9,25,Lucknow
2017-05-07,40.9,25.8,0.0,26.8,36,Lucknow
2017-05-08,40.2,27.0,0.8,22.7,46,Lucknow
2017-05-09,40.1,24.6,0.2,22.9,48,Lucknow
2017-05-10,37.5,25.5,0.0,22.5,52,Lucknow
2017-05-11,38.1,27.4,0.2,19.7,48,Lucknow
2017-05-12,39.7,27.7,0.3,17.3,47,Lucknow
2017-05-13,41.0,27.7,0.0,26.1,46,Lucknow
2017-05-14,43.4,25.9,0.0,29.1,37,Lucknow
2017-05-15,42.9,26.3,0.0,25.3,33,Lucknow
2017-05-16,42.2,26.9,0.0,18.8,46,Lucknow
2017-05-17,39.2,27.3,6.5,25.5,58,Lucknow
2017-05-18,39.2,24.9,0.6,21.3,49,Lucknow
2017-05-19,40.2,27.2,0.0,26.0,38,Lucknow
2017-05-20,40.0,27.4,0.0,15.8,39,Lucknow
2017-05-21,41.5,26.2,0.0,19.2,35,Lucknow
2017-05-22,41.3,27.5,0.0,18.7,31,Lucknow
2017-05-23,38.7,27.9,1.3,16.2,37,Lucknow
2017-05-24,40.8,27.0,0.1,20.3,35,Lucknow
2017-05-25,42.1,28.7,0.0,16.2,34,Lucknow
2017-05-26,42.1,29.0,0.1,18.3,37,Lucknow
2017-05-27,39.8,29.0,0.0,25.3,48,Lucknow
2017-05-28,37.9,26.6,0.4,23.3,54,Lucknow
2017-05-29,35.2,26.6,1.3,15.6,62,Lucknow
2017-05-30,32.5,26.4,5.3,13.9,67,Lucknow
2017-05-31,34.8,26.0,0.9,18.6,65,Lucknow
2017-06-01,35.9,27.4,2.2,19.6,60,Lucknow
2017-06-02,39.4,27.7,0.0,18.9,44,Lucknow
2017-06-03,41.7,29.5,0.0,24.2,38,Lucknow
2017-06-04,43.5,28.5,0.0,16.9,40,Lucknow
2017-06-05,43.2,29.7,0.1,26.6,44,Lucknow
2017-06-06,39.0,28.9,0.0,22.7,59,Lucknow
2017-06-07,36.2,26.0,0.7,15.7,63,Lucknow
2017-06-08,38.0,27.2,0.0,19.3,59,Lucknow
2017-06-09,37.9,27.7,0.0,14.8,54,Lucknow
2017-06-10,37.8,29.1,0.4,16.3,51,Lucknow
2017-06-11,40.3,28.6,0.0,21.4,47,Lucknow
2017-06-12,40.6,28.9,0.0,18.7,42,Lucknow
2017-06-13,41.4,27.2,0.0,17.6,34,Lucknow
2017-06-14,42.8,29.3,0.0,17.8,31,Lucknow
2017-06-15,40.6,29.3,0.1,16.1,42,Lucknow
2017-06-16,39.8,25.9,16.5,19.0,60,Lucknow
2017-06-17,36.0,25.1,0.5,10.8,67,Lucknow
2017-06-18,36.6,28.1,0.6,21.4,58,Lucknow
2017-06-19,38.5,27.9,1.0,15.3,55,Lucknow
2017-06-20,35.1,27.2,6.2,16.2,65,Lucknow
2017-06-21,35.6,26.3,9.2,14.1,70,Lucknow
2017-06-22,34.2,26.3,0.2,20.1,72,Lucknow
2017-06-23,35.8,27.7,0.0,11.5,63,Lucknow
2017-06-24,36.8,28.6,0.0,12.3,60,Lucknow
2017-06-25,36.2,29.3,1.2,17.7,63,Lucknow
2017-06-26,36.0,29.6,0.6,18.6,62,Lucknow
2017-06-27,36.4,29.8,0.6,18.9,59,Lucknow
2017-06-28,35.9,28.4,12.0,23.3,64,Lucknow
2017-06-29,35.3,27.2,8.3,19.0,74,Lucknow
2017-06-30,35.5,27.1,7.1,9.4,77,Lucknow
2017-07-01,33.6,26.9,19.6,11.4,85,Lucknow
2017-07-02,33.3,25.9,14.5,13.5,87,Lucknow
2017-07-03,31.3,26.1,12.4,10.2,87,Lucknow
2017-07-04,28.0,25.8,42.6,14.1,94,Lucknow
2017-07-05,26.6,25.3,106.8,12.5,95,Lucknow
2017-07-06,29.1,25.1,31.1,17.6,90,Lucknow
2017-07-07,30.1,25.7,52.9,10.4,90,Lucknow
2017-07-08,31.6,26.2,11.3,12.8,88,Lucknow
2017-07-09,30.2,25.9,17.5,10.0,90,Lucknow
2017-07-10,30.5,25.7,33.8,12.6,92,Lucknow
2017-07-11,27.1,25.1,35.6,20.6,92,Lucknow
2017-07-12,28.6,24.4,2.1,26.0,84,Lucknow
2017-07-13,31.6,25.7,1.4,25.9,78,Lucknow
2017-07-14,32.4,26.3,0.8,20.4,79,Lucknow
2017-07-15,32.2,25.8,5.2,20.2,82,Lucknow
2017-07-16,32.8,26.9,4.9,15.2,82,Lucknow
2017-07-17,33.4,26.5,2.5,10.6,83,Lucknow
2017-07-18,33.3,27.5,6.4,13.1,81,Lucknow
2017-07-19,33.8,27.4,4.3,18.1,79,Lucknow
2017-07-20,32.4,27.4,0.0,22.0,75,Lucknow
2017-07-21,29.7,25.7,10.0,27.4,86,Lucknow
2017-07-22,29.6,25.0,10.3,23.7,88,Lucknow
2017-07-23,30.0,25.7,6.7,18.4,86,Lucknow
2017-07-24,30.8,25.7,6.0,13.0,85,Lucknow
2017-07-25,30.4,25.3,4.2,15.8,86,Lucknow
2017-07-26,31.6,25.3,0.8,23.6,79,Lucknow
2017-07-27,31.3,26.5,2.3,31.6,77,Lucknow
